Title,Location,Company,Salary,Sponsored,Description
Senior Business ARC Analyst,"Pune, Maharashtra",bp,None,Organic,"Share

India - Maharashtra - Pune

Senior Business ARC Analyst

120681BR

Job advert

We’re now ready to build a strong team for our new GBS centre. If you have a digital-first mindset and a passion for creating effortless customer experiences, you will thrive here. Put your aptitude for solving complex business challenges with innovative digital solutions to work, while ensuring that safe and ethical work practices are adhered to. Above all, you will be backed by a culture that encourages curiosity, creativity and collaboration. Let’s hear from you.

The Senior Business ARC Analyst supervises a team comprising of professionals and is accountable for ensuring accurate and timely recording, collection, and processing of end to end process in general accounting and reporting, fixed assets, accounts receivables, credit, accounts payable, costing, performance reporting, statutory accounting, and direct tax transactions while ensuring adherence to policies and procedures in the drive for exceptional customer service, operational excellence and compliance.
Ensure the team’s accurate and timely delivery of end to end process in general accounting and reporting, fixed assets, accounts receivables, credit, accounts payable, costing, performance reporting, statutory accounting and direct tax services (i.e. journal postings, GL maintenance, system postings, report preparation, reconciliations, tax submissions, etc.) in accordance with SLAs.
Manage and coordinate the reconciliation of the respective systems to ensure they balance and that any discrepancies or variations are investigated and corrected.
Provide relevant advice and information to staff across GBS and its customers as and when required.
Regularly track and resolve outstanding general accounting and reporting issues that have been escalated, or further escalate to the necessary parties.
Develop the annual plans and budget for own team in support of the overall planning and budgeting for GBS Finance.
Proactively identify, propose and implement continuous improvement opportunities in existing processes within the team.
Liaise with senior stakeholders internally and externally.

Leadership & Supervisory:
Carry out people management responsibilities in accordance with the organisation’s policies and applicable laws, including:
Plan, assign and advise on work for team members.
Set goals and clarity expectations, provide regular feedback and conduct appraisals where required with direct reports.
Coach team members to address process gaps, identify inefficiencies and help to embed a continuous improvement culture in the organisation
Provide mentoring, guidance and feedback to team members to support long term career development and retention of key talent.
Identify and provide opportunities for learning and self-development to build capability of the teams and ensure competency in performing activities. Secure resources to support development efforts.
Continuously strive to build a culture of high-performance.
Assign work to team members and manage resource allocation for the team and people in support of GBS service, control and cost requirements. Ensure resource allocation strategy is flexible enough to respond to demand variations.
Education and Experience
Bachelor’s Degree in Accounting.
Recognised professional accounting qualification (e.g. MIA, ACCA, CPA, CIMA).
Minimum of 5 - 6 years of experience in general and/or financial accounting.
Minimum of 4 - 5 years’ experience in leading, developing and coaching teams.
Required Criteria
English language competency.
Preferred Criteria
Shared service centre experience.
JDE/SAP system experience.

Segment

Corporate & Functions

Job Family Group

Finance Group

Relocation available

No

Travel required

Yes - up to 10%

Time Type

Full time

Country

India

About BP

At BP, we’re involved in every aspect of the energy system. With over 73,000 employees in 78 countries, we’re constantly working towards delivering light, heat and mobility to millions, every day. Everyone here has a real contribution to make to the world's ambition of a low carbon future, whether they work in business support, legal, technology, HR, communications, audit or more. They keep our business performing brilliantly and driving the transition to a low carbon future. Join BP and help us change the way we power up the world.

Experience Level

Senior"
Product Analyst for a Product based Edutech Company,"Bengaluru, Karnataka",Shaw Academy,None,Organic,"Job Summary:
· Be a driving influencer on the use and application of analysis
· Partner with product stakeholders to understand your team's data and business needs
· Become an expert in translating your team's needs into specific analysis that yields actionable insights
· Understand what it feels like to be a Student of Shaw Academy with an aim to improve the overall experience.
· Conduct quantitative analysis of user behaviors to uncover issues or opportunities your teams can use to improve Shaw Academy’s experience
· Inform the design - and analyse the outcomes - of in-app tests and experiments
· Collaborate across UX teams or business functions to infuse strategic and open ended research with quantitative insights
· Communicate findings and data insights to your stakeholders with a point of view and desire to enable your teams to make a data-driven decision
What you’ll bring to the team
· We’re looking for a wordsmith in the truest sense of the word: you should have an expert command of the English language and use of voice.
· Curiosity... Curious about our product, our market, our students, market leaders in other industries, and learning.
· B2B writing experience is desired, but not mandatory. We are first and foremost looking for a writer with intelligence, wit, and curiosity.
· A willingness to go far down the rabbit hole in order to story tell a product or partner in the most compelling way possible.
· A driven person who is eager to add value to other facets of Shaw Academy’s business (Communications, website and user experience copy, social media content, and more).
Qualifications:
· Bachelor’s Degree
· 2-4 years of professional experience within the tech industry.
· Educational or professional experience with a heavy quantitative, analytical focus
· Practical experience in a business environment influencing decision making with data
· Experience working with large datasets
· Experience with data analytics and statistical tools such as Tableau and Amplitude
· Confidence using a variety of analytical and statistical techniques
· Passionate about the role of data in helping solve complex questions
· Excellent communication, storytelling, and collaboration skills
Job Type: Full-time
Experience:
Product Analyst: 2 years (Preferred)
Tableau: 2 years (Preferred)
Education:
Bachelor's (Preferred)"
Strategy & Process Analyst Accelerator,"Pune, Maharashtra",bp,None,Organic,"Share

India - Maharashtra - Pune

Strategy & Process Analyst Accelerator

120300BR

Job advert

At bp, we’re reimagining energy for people and our planet. We have a bold ambition be a net zero company by 2050 or sooner, and help the world get to net zero.

We’re equipping our new GBS centre with innovative minds who are excited to lead the transformation of processes with a digital-first approach. Is thinking big – and delivering successful outcomes – in the space of digital solutions and customer experiences your forte? Is you adept at inspiring a team and improving its performance? Do you have a passion for encouraging a culture of curiosity, creativity and collaboration? Here’s where you will have every opportunity to challenge conventions and break new ground. Let’s hear from you.

Role
The Strategy & Process Analyst will be a member of the GBS Finance, Strategy & Process Excellence team. The role will assist in the identification, planning and execution of business process management projects, working closely with the business and GBS teams.

For a set of processes within the Finance scope, the Strategy & Process Analyst will support:
Definition of process standards for owned R2R processes
Adoption of standardisation of end-to-end R2R processes, working closely with delivery centres and embedded teams. In doing do so, govern any variation to process standards and ongoing compliance.
Identification of process improvement and system changes to enhance process standardisation, drive simplification, improve control and enable transparency of performance.
Operation of Communities of Practice to ensure engagement with process experts and practitioners
Fostering of learning and sharing of best practices, ensuring alignment with the end-to-end process objectives.
Identification of internal and external process benchmarks and best-practices
Definition of requirements for global process performance dashboards that provide visibility to process performance and total cost to serve for agreed R2R processes and agree approach for development.
For specific transformation projects within the GBS Finance scope, the Strategy & Process Analyst will support:
Appraise studies to define potential solutions, with associated high level timeline and benefits case.
The selection of the target solution
The Define and / or Execute project delivery phases, depending on the nature and scale of the project in question
Accelerator Accountabilities
Constantly scans for improvement opportunities and implements transformative solutions that solve our most challenging and complex problems.
Moves at a high pace while collaborating, managing risks, communicating, thinking globally and while demonstrating BP’s values, behaviours and mindsets.
Continuously promotes Agile methodology through both adopting agile principles and actively championing agile at every opportunity.
Thinks Digital Delivery first through apply deep digital expertise to problems, through understanding and promoting automation and through analysing data to create breakthrough solutions.
Builds capability through inspiring teams to learn new skills, adopt new practices and seek growth opportunities.
Essential Education and Experience
Experience in process analysis, design and operation
Experience in process transformation initiatives
Strong knowledge of R2R processes
Experience of developing business requirements for complex processes
Proven ability to communicate effectively
Influencing skills and the ability to facilitate cross-functional teams
Demonstrated problem-solving and analytical skills
Ability to think outside-the-box
Desirable Criteria
Bachelor degree or equivalent in related area
Record to Report operational experience / qualified accountant
Business writing skills
Knowledge of SAP financial modules

Segment

Corporate & Functions

Job Family Group

Finance Group

Relocation available

No

Travel required

Yes - up to 10%

Country

India

About BP

At BP, we’re involved in every aspect of the energy system. With over 73,000 employees in 78 countries, we’re constantly working towards delivering light, heat and mobility to millions, every day. Everyone here has a real contribution to make to the world's ambition of a low carbon future, whether they work in business support, legal, technology, HR, communications, audit or more. They keep our business performing brilliantly and driving the transition to a low carbon future. Join BP and help us change the way we power up the world.

Experience Level

Intermediate"
Aircraft Records Analyst,India,AirFleet Managers,None,Organic,"Minimum 3 years of experience in handling aircraft maintenance records. Will be responsible for aircraft records review and management for lessors of aircraft.
Location- India
Job Responsibilities-
Undertake detailed review of technical records presented by the clients to identify the gaps and document the discrepancies for evaluation.
Review, Monitor and accurately update various Software Systems for efficient Data Management
Prepare and circulate weekly / monthly / quarterly reports as per laid down procedures.
Coordinate with other departments – within AirFleet Managers as well as externally with clients and independent contractors – to ensure steady flow of data, information and records.
Coordinate with the Projects Manager for any additional responsibilities to be undertaken in-line with the clients’ requirements.
Take collective responsibility towards achieving the targets set forth for the entire Data Management team.
This role will not be limited to the duties and responsibilities listed here. The candidate must be willing to take up other duties and responsibilities as deemed fit by the management, within the purview of business requirements.
Experience Requirement
Must have good command over English (written and spoken). Adequate knowledge of MS Office, PDF. A team player attitude with quick learning ability. Must be able to meet the deadlines and strong reasoning and analytical ability."
Data Scientist,"Pune, Maharashtra",Deutsche Bank,None,Organic,"Job Title - Data Scientist
Location- Pune
Role Description
Within the HR function, we are looking for a Data Scientist who will help discover information hidden in the data available and help the business to drive the strategy with data-based insights. Data scientist must be able to apply their analytical, statistical and programming skills to collect, analyze and interpret large data sets and present the outcomes using various data visualization techniques apt for different kind of stakeholders. Data scientist then should use such outcomes to develop data driven solutions and support stakeholders to improve business outcomes.
What we’ll offer you
As part of our flexible scheme, here are just some of the benefits that you’ll enjoy
Best in class leave policy
Gender neutral parental leaves
100% reimbursement under child care assistance benefit (gender neutral)
Flexible working arrangements
Sponsorship for Industry relevant certifications and education
Employee Assistance Program for you and your family members
Comprehensive Hospitalization Insurance for you and your dependents
Accident and Term life Insurance
Complementary Health screening for 35 yrs. and above
Areas of Specialty
Data Mining: Ability to perform statistical analysis, prepare forecasting and predictive models etc.
AI & Machine Learning: Ability to build AI Models/Machine Learning models to automate the processes and continuously enhance the model based on data changes
Programming Skills: Ability to write programs/scripts in popular scripting and programming languages
Data Profiling & Quality: Ability to perform data quality checks on the source data ensuring good data quality for the model inputs
Data Visualization: Ability to present the outcomes in the most effective way
Responsibilities
Work continuously with stakeholders to identify opportunities of leveraging data to help in business solutions and driving business strategy; in this case it will be for the HR function of a large European bank
Analyze data to find patterns by applying data mining techniques and performing statistical analysis
Build AI tools to automate the processes; create machine learning based tools or processes
Develop high quality predictive modeling systems to provide HR with crucial results helping business to take smart decisions around workforce planning e.g. identification of potential leavers/movers
Develop data collection processes from a wide variety of sources including the data verification steps to ensure bringing the right quality of data and continuous monitoring of data performance
Use third party data in collaboration with organization’s data to have better insights and comparison with industry parameters
Develop and automate testing & verification framework for testing the quality of the various models being developed or already in production
Develop smart data visualization techniques/approaches conveying the outcomes in a clear and intuitive manner
Recruit, train and lead a team of data scientists
Evaluate new and emerging technologies
Skills & Qualifications
Excellent understanding and experience with common data science tools and data mining technologies
Exposure of AI & Machine Learning techniques and algorithms
Good demonstrable experience with data visualization tools and reporting technologies
Good experience with different databases including RDBMS, NoSQL databases and formats like JSON, XML etc.
Excellent scripting and programming skills like Python, R, Java, Scala etc.
Strong analytical and problem solving skills
Proficient written and verbal communication skills
Exposure to Big Data and Business Analytics technologies
Experience with cloud technologies
Data oriented personality with a drive to learn and master new technologies
Education/Certification
Graduation/Post-graduation from an accredited college or university with a concentration in Statistics or Computer Science (or equivalent)
Deutsche Bank is an equal opportunity employer who seeks to recruit and appoint the best available person for a job regardless of marital / civil partnership status, sex (including pregnancy), age, religion, belief, race, nationality and ethnic or national origin, colour, sexual orientation or disability.
How we’ll support you
Training and development to help you excel in your career
Flexible working to assist you balance your personal priorities
Coaching and support from experts in your team
A culture of continuous learning to aid progression
A range of flexible benefits that you can tailor to suit your needs
About us and our teams
Please visit our company website for further information:
https://www.db.com/company/company.html
Our values define the working environment we strive to create – diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.
We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation."
Data Analyst,India,Larsen & Toubro Infotech Limited,None,Organic,"""• Overall experience of 8+ years of which 5+ should be in Analytics & ML • Prior experience of Building ML platform on Cloud is advantage • Experience with Model development and deployment lifecycle • Python, SQL, Google Cloud Platform, Kubernetes • Experience with ML modelling • As per Agile development methodology should be flexible to support developed code in production environment • Build a new ML Platform. • IaaS – entire platform to be deployed on GCP using terraform script. • CI /CD – Model training to Deployment will be using Jenkins • Develop ML solution for Use cases. • Developing / Reviewing Code • Ensure delivery within schedule by adhering to the engineering and quality standards. • Own & deliver End to End projects within GCP for Payments Data Platform • Should be flexible to undertake production support in time of need """
SQL Data Analyst,"Bengaluru, Karnataka",Careator Technologies,None,Organic,"Greetings from Careator Technologies Private Limited., (CTPL).

CAREATOR Technologies is an emerging technology company, based on the strengths of understanding evolution of technologies right from the inception stage, offers a wide spectrum of services that span across both Application Life Cycle Management process of Software Engineering and Resource Management of Projects that deliver complex IT solutions for critical business processes. We @ CAREATOR, closely work with best MNCs (Product Based Companies & Service Based Companies) in India, UK, Australia, Canada & USA. CAREATOR is always been successful in meeting their customer needs and follows best IT practices to retain the right talented professional

We are hiring the following professionals on immediate basis. If you are interested and suitable for this position, please apply immediately.
SQL Data Analyst Location – Bangalore & Hyderabad
No of Positions – 5
Experience - 2-3 Yrs
Our client is looking for strong SQL Data Analyst with SQL expertise & work on client facing roles with excellent communication skills
Responsibilities & Duties - 1. Strong Hands-on experience on SQL - (creation of procedures, functions, triggers, events), Understanding of the data and its relevant data sources. 2. Program specific database functions to create database triggers and design data tables. 3. After reviewing and analyzing data, design reports to show statistics and other information about specific database topics. 4. Remove dead data files and other irrelevant information to free up database space. 5. Write scripts to analyze data and perform specific data queries. 6. Isolate and resolve issues with data and databases. 7. Collect data from multiple sources and add it to the database and create visualization reports. Good to have - Any prior working experience on BI tools. Skillset - • Must have strong programming skills, particularly in SQL, structured query language, and other common programming languages • Candidate should be proficient in math to write complex scripts and queries in SQL and other programming languages • Sharp analytical thinking is essential for SQL data analysts, who analyze specific data sets and statistics • Work with multiple data sources and data sets, which requires a talent for multitasking"
Data Analyst,"Oragadam, Chennai, Tamil Nadu",Danfoss,None,Organic,"Job ID: 13409
Job location(s): Oragadam, IN
Job Description
Reporting analyst who has experience in managing data, reporting & analytics, forecasting, budgeting, inventory etc with an eye for detail and providing value add analytics in reporting. Also dealing with vendor/customer delivery performance databases. You will be part of the Global Service Center organization and will report to Operations Manager Reporting & Analysis and support global organization across time zones.

We offer you a platform to utilize your strong analytical abilities, data interpretation skills in preparing performance management reports, dashboards and provide insightful information to the stake holders to take right decisions
Job Responsibilities
Reporting & Analytics across functions and Business units
Standardizing and automating reports to provide meaningful insights
Maintaining and updating Access database
Dealing with Material Master data in terms of updating, validation and maintenance of data
Budgeting, Forecasting reporting with Value add analytics
Handling orders and Vendor/ Customer delivery performance internally & externally and reporting accurately
Driving continuous improvement across all processes
Updating, reviewing & maintaining SOPs on a regular basis
Background & Skills
BCom/MCom/MBA, any degree related to Finance
5 – 7 years of experience
Working experience in SAP is MUST
Excellent in handling Access Database
Excellent in Excel, Power BI and Presentation
Good Communications skills
Stakeholder Management in a multinational company
Good Team player
Eye for Details and Passionate towards work with multi tasking
Danfoss – Engineering Tomorrow
At Danfoss, we are engineering solutions that allow the world to use resources in smarter ways – driving the sustainable transformation of tomorrow. No transformation has ever been started without a group of passionate, dedicated and empowered people. We believe that innovation and great results are driven by the right mix of people with diverse backgrounds, personalities, skills, and perspectives, reflecting the world in which we do business. To make sure the mix of people works, we strive to create an inclusive work environment where people of all backgrounds are treated equally, respected, and valued for who they are. It is a strong priority within Danfoss to improve the health, working environment and safety of our employees.

Following our founder’s mindset ‘action speaks louder than words’, we set ourselves ambitious targets to protect the environment by embarking on a plan to become CO2 neutral latest by 2030."
Data Analyst - MORE - India,"Mumbai, Maharashtra",OLIVER - SEAPAC,None,Organic,"ROLE: Data Analyst
LOCATION: Mumbai, India
START DATE: 16th September, 2020
REMUNERATION:
BENEFITS: N/A
JOB LEVEL:
A LITTLE BIT ABOUT THE ROLE:
MORE are expanding the team for one of our global FMCG clients; a global umbrella group with multiple international brands under it.
This is a great opportunity working within a new team, creating impactful communications across the world and developing best practices for the various brands.
We believe that our client is unlike any other organisation. We seek long-term sustainable growth through responsible business practices and product innovation, providing our consumers with exceptional brand experiences, today and tomorrow.
A dedicated data analytics professional who can turn data into information and generate insights that drive key business decisions. He/she should be a self-starter with a drive to develop the systems on the go and can manage the analytics pipeline by himself/ herself – collect, segment, analyse, visualize and derive insights. Should have a sound understanding of key business and marketing aspects. Interact regularly with stakeholders to identify problems and implement new ideas at a fast pace in a challenging environment.
WHAT YOU WILL YOU BE DOING:
What is required
Work closely with clients/ business stakeholders to understand use cases, objectives and KPIs they want to track/optimize using data and analytics
Interpret business problem and structure analytical solution
Be able to comfortably acquire data from various sources, transform and load.
Identify, analyse and interpret trends or patterns to come up with actionable insights using statistical models. [Descriptive, diagnostic & predictive]
Design, develop and maintain analytical reports for day-to-day decision making
Create insightful dashboard to help contribute to a more competitive, proactive business approach
Identify, improve and continually develop data process and management

What good looks like
2-3 years of experience in field of analytics
Strong knowledge of R Programming, SQL and Python.
Strong understanding and practical experience in utilizing statistical & financial libraries.
Expert excel user and skilled in data wrangling/ manipulation.
Familiarity with data models and database design principles
Strong analytical skills with attention to detail and accuracy
Should be a fast leaner and a self-driven individual who can take end to end ownership of a function within the organization
Should be able to directly engage with stakeholders and improve execution & implementation speed
Good communication skills with the ability to translate data into story
Experience in statistical models & visualization tools (Power BI/Tableau)
Experience with cloud services (AWS, Azure, Google Cloud)
Experience with and excitement for working on fast-paced, agile teams with start-up DNA
Self-motivated, curious, and quick/continuous learner with a passion for innovation in data analytics/science
Bachelors' degree in a technical/quantitative subject such as mathematics, computer science, economics, etc. with strong working knowledge in statistics and mathematics.
Experience in CRM segment would be an added benefit.
A LITTLE BIT MORE ABOUT US:
MORE is a global production portal, part of Inside Ideas Group. We are a collection of creative technologists & production experts across the world, creating and maintaining world class content in the areas of Film, CGI, Motion Design, Digital and Print.
We bring scale, expertise and craft, delivering creative solutions to clients and brands across the globe.
DONE. CORRECT. ON TIME.
Our reel: https://vimeo.com/337988475
OTHER ESSENTIAL POINTS TO NOTE:
As we are working remotely, it is essential that the ideal candidate have the following in place to ensure there are no delays on delivering work timeously:
Back-up power supply, if necessary
Stable internet connectivity – fiber connection preferable (options can be discussed) in order to connect to remote servers as well as conduct virtual meetings daily
Personal computer with relevant capabilities necessary for the role

This is a snapshot of the responsibilities & desired deliverables. Other areas for delivery and responsibilities may be added or addressed during the period of employment. This document should not constitute as the sole indicator for responsibilities and delivery, but it can be used as a generic guide to help with managing your performance."
Market Risk Analytics Analyst,"Bengaluru, Karnataka",WELLS FARGO BANK,None,Organic,"About Wells Fargo

Wells Fargo & Company (NYSE: WFC) is a leading global financial services company headquartered in San Francisco (United States). Wells Fargo has offices in over 30 countries and territories. Our business outside of the U.S. mostly focuses on providing banking services for large corporate, government and financial institution clients. We have worldwide expertise and services to help our customers improve earnings, manage risk, and develop opportunities in the global marketplace. Our global reach offers many opportunities for you to develop a career with Wells Fargo. Join our diverse and inclusive team where you will feel valued and inspired to contribute your unique skills and experience. We are looking for talented people who will put our customers at the center of everything we do. Help us build a better Wells Fargo. It all begins with outstanding talent. It all begins with you.

Market Job Description

About Wells Fargo India

Wells Fargo India enables global talent capabilities for Wells Fargo Bank NA., by supporting business lines and staff functions across Technology, Operations, Risk, Audit, Process Excellence, Automation and Product, Analytics and Modeling. We are operating in Hyderabad, Bengaluru and Chennai locations.
Department Overview

WFI&P Market and Counterparty Risk Management team (MCRM) provides support for effective understanding and management of risk across the Market and Counterparty Risk Officers.
About the Role:

You will be a part of WFI&P MCRM Process Controls team supporting enterprise MCRM team. You will interact closely with multiple business partners including the Market Risk Officers, Counterparty Credit Risk, and Technology teams.
Responsibilities:
Perform market risk data analysis, validation and reconciliations; supporting key market risk systems, on a daily, weekly, monthly basis.
Perform reconciliations to source (or system of record) and highlight anomalies
Identify, report, explain and remediate market risk data gaps
Support market risk data migrations, UAT, data-mapping, data lineage, data reconciliation and documentation in alignment to policy and governance
Identify opportunities and deliver process improvements, standardization, rationalization and automations
Design and develop frameworks in SQL for testing integrity of application data, data flow, ETL etc.
Define data quality rules and implement them in data testing framework.
Create process documentation, including desktop procedures, flow charts and risk/control inventories
Work on various data related issues, including data gaps, in a multi - vendor environment and offer solutions.
Fetch, analyze, comprehend and verify data at the same time.
Perform root-cause analysis on data issues and drive implementation for remediation
Support research, analysis and development of market risk data-fields, data-marts and meta-data

Market Skills and Certifications

Essential Qualifications:
Over all experience around 1+ year years in similar role
1+ years of SQL & VBA experience
Ability to identify in efficiencies and opportunities to improve the process
Strong technical skills and problem solving skills
Ability to prioritize work, meet deadlines, achieve goals, and work under pressure in a dynamic and complex environment
Excellent verbal, written, and interpersonal communication skills
Strong ability to develop partnerships and collaborate with other business and functional areas
Knowledge and understanding of issues or change management processes

Desired Qualifications:
Experience of working across one or more geographic territories or regions
Knowledge and understanding of market and counterparty risk management

We Value Diversity

At Wells Fargo, we believe in diversity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national or ethnic origin, age, disability, religion, sexual orientation, gender identity or any other status protected by applicable law. We comply with all applicable laws in every jurisdiction in which we operate."
Data Scientist,"Bengaluru, Karnataka",Big Data BizViz (BizViz Technologies Pvt. Ltd),None,Organic,"Eligible Candidates can apply at careers@bdb.ai

BizViz provides a 360 degree view of a business's data, serving any vertical and meeting the demanding needs of all business executives. With a 50+ strong team building the BizViz platform over several years, it is targeted at creating technological solutions that will give our customers the edge they need to succeed.
We strongly believe that our success lies in the success of our customers. We aim to build applications the way they envisioned, keeping each business' unique ideas and requirements in mind. We offer businesses a better alternative to using standard cookie-cutter ERP templates.
Job Summary
Design and execute statistical analysis, modeling, and simulation efforts for clients that lead to actionable decisions affecting operations. Analyze data sets to summarize, identify trends, predict future states, and characterize uncertainty. Author complex written products documenting study results. Apply analytical approaches using statistical programming languages, including Python, SAS, and R. Work closely with teammates from non-mathematical disciplines to ensure that operational strategies are considered in the context of applying statistical theory. Use statistical theory on modeling, simulation, and data analysis to deliver measurable improvements to organizational policies and programs.
Responsibilities
Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives
As part of ongoing work and interaction with the broader team, identify new opportunities to use modeling and advanced analytics to drive business value
High Proficiency in SQL
Expertise in applied statistics.
Able to translate business objectives into actionable analyses.
Able to communicate findings clearly to both technical and non-technical audiences
Expertise in at least one statistical software package such as SAS or Python and R
Experience with machine learning algorithms and predictive analytics
Natural curiosity to enjoy diving deep into the material to find answers to yet unknown questions.
Demonstrated ability to perform comfortably in a fast-paced work environment
Education, Experience, Skills and Abilities Required for Consideration as a Candidate:
PhD or MSC in a quantitative discipline: Statistics, Applied Mathematics, Operations Research, etc.
3+ years of experience in using statistical and data mining techniques to solve real business problems
Minimum of 3 years of experience in any one of the following:
Machine Learning
Data Mining
Predictive analysis
R & Python or SAS.
Passion for problem-solving, developing creative solutions, and continuous learning.
Experience in at least one of the following domain - Retail, Healthcare & Education."
Business Analyst : Consulting & Analytics,"Bengaluru, Karnataka",DenuoSource,None,Organic,"Business Analyst owns the client engagement and is responsible for owning the deliverable. They form the heart of the DenuoSource team to bring the best of what DenuoSource has to offer to each client situation.

Business Analyst will be the thought and people leader in the area of research and analytics. Specifically, Business Analyst will provide leadership on and develop research studies (surveys) and statistical models.

Responsibilities:

As Business Analyst for DenuoSource you will have a broad set of duties to carryout on a day-to-day basis. At DenuoSource, you are expected work with a highly motivated team in a fast paced environment. These duties include but are not limited to:

Initiate, carry out and write up extensive high caliber economic and technical research and analysis of all clientele work assigned to you on a day-to-day basis.

Extend business analytical support to all client engagements of the DenuoSource which would include work planning, scope refinement, quality assurance;

Provide expert-level advice on relevant technical aspects of survey development, econometrics, regressions and other statistically-driven business methodologies;

Active participation in and contribution to team discussion on problem solving, and effective approaches to deal with engagement-specific issues etc.

Besides providing business oriented solutions, not just statistically based outcomes;

Execute expert level SPSS / SAS based modeling to DenuoSource clientele.

Qualifications:

The ideal candidate should have a minimum of a Masters in Management/ Advanced Statistics from reputed institutes.

Desired Skills:

2-4 years of experience in business analysis with a KPO/Market Research firms/ or content related consulting firm;

Sales & Marketing research/analytics for the retail and/or consumer goods sectors;

Combination of technical know-how and practical business acumen.

Reports To: Managing Director : Specific Location

Location: Bangalore/Hyderabad"
Marketing Operations Data Analyst - Reporting & Visualizatio...,"Pune, Maharashtra",Hitachi Vantara,None,Organic,"The Company
Hitachi Vantara, a wholly owned subsidiary of Hitachi, Ltd., helps data-driven leaders find and use the value in their data to innovate intelligently and reach outcomes that matter for business and society. We combine technology, intellectual property and industry knowledge to deliver data-managing solutions that help enterprises improve their customers’ experiences, develop new revenue streams, and lower the costs of business. Only Hitachi Vantara elevates your innovation advantage by combining IT, operational technology (OT) and domain expertise. We work with organizations everywhere to drive data to meaningful outcomes.
The Role
The marketing operations data analyst is responsible for defining, maintaining, enriching, and reporting on marketing account, lead, and contact data records, along with quality assurance. This role is tactically focused on assuring the uniformity and quality of data records used within the marketing automation platform (MAP) and sales force automation (SFA) systems.
Responsibilities
Analyze account and contact data, including customer data
Analyze marketing program requirements for data
Conduct gap analysis to determine the status of existing data
Define and implement data acquisition and update activities to maintain database at desired coverage and quality levels
Support all data hygiene processes
Support all data enrichment processes
Document data schema
Monitor and report on database quality metrics
Help craft compelling visuals using PowerPoint, Power BI and other mediums.
Qualifications
One or more years of data analysis work
Proven experience with common tools such as Microsoft Excel, Salesforce, Marketo, Eloqua, Pardot, or Hubspot
Experience working with business owners in defining reporting and data requirements
You worked in operations activities
High degree of proficiency with creating compelling visuals with tools such as PowerPoint
You are skilled at verbal and written communications
Fluent in English
We are an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status."
