Title,Location,Company,Salary,Sponsored,Description
Python and DAta SCIENCE Developer,"Mohali, Punjab",A2IT,None,Organic,"A2IT is a leading software development company in Mohali Chandigarh with expertise in both Cloud-based Applications and Web applications. Coding experience in Python, should be able to produce high quality code. worked on requests, pillow, scrapy, nump"
Applied Scientist Intern,"Hyderabad, Telangana",Amazon Dev Center India - Hyd,None,Organic,"A Masters and/or PhD in Computer Science, Machine Learning, Operational research, Statistics or in a highly quantitative field
Experience in predictive modelling and analysis, predictive software development
Strong problem-solving ability
Good skills with Java/Scala or C++, Perl/Python (or similar scripting language)
Experience in using R, Matlab, or any other statistical software
Strong communication and data presentation skills

Excited by Big Data, Machine Learning and Predictive Software? Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?
At Amazon, we are developing state-of-the-art large-scale Machine Learning Services and Applications on the Cloud involving Terabytes of data. We work on applying predictive technology to a wide spectrum of problems in areas such as Amazon Retail, Seller Services, Customer Service, Alexa, Chatbots and so on. We are looking for talented and experienced Machine Learning Scientists (Masters/Ph.D. in a related area preferred) who can apply innovative Machine Learning techniques to real-world e-Commerce problems. You will get to work in a team dedicated to advancing Machine Learning technology at Amazon and converting it to business-impacting solutions.
Major responsibilities
Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems
Analyze and extract relevant information from large amounts of Amazon’s historical business data to help automate and optimize key processes
Design, develop and evaluate highly innovative models for predictive learning
Establish scalable, efficient, automated processes for large scale data analyses model development, model validation and model implementation
Research and implement novel machine learning and statistical approaches

Experience handling gigabyte and terabyte size datasets
Experience working with distributed systems and grid computing
Knowledge of the latest and state of the art ML technology
Publications or presentation in recognized Machine Learning and Data Mining journals/conferences"
Data Engineer,"Bengaluru, Karnataka",Rakuten,None,Organic,"Role: Sr. Data Engineer

What will you do?
Design, select and integrating big data tool and frameworks to build data science platform to support company-wide data analytics.
Analyze the requirements and data sources from different business units.
Transform data from multiple domains into the centralized data platform.
Understand and manage the data warehousing and data processing of large scale datasets.
What are we looking for?
Strong analytical and problem solving skills especially transforming business requirements to feasible design
Solid database knowledge and at least 5 years hands-on SQL experience working on production system.
Experience with modern day storage and compute technologies, such as MinIO, YugabyteDB, Spark, and Presto
Programming skills in Java, GoLang, Python, etc.
Experience with building stream-processing such as spark-streaming or storm

Preferred Qualifications

Experience with distributed computing tools
Familiarity with data sciences tools, such as Jupyter notebooks
Experience with GPU, Docker, Nginx
Experience of using or building BI system
Experience and knowledge of message systems such as RabbitMQ, Kafka.
Experience and knowledge of development process management like Agile"
Senior Software Developer : Data Science,"Bengaluru, Karnataka",Oracle,None,Organic,"Senior Software Developer : Data Science-20000LV8

Applicants are required to read, write, and speak the following languages: English
Preferred Qualifications

Principal Member of Technical Staff
The Oracle Cloud Infrastructure (OCI) team can provide you the opportunity to build and operate a suite of massive scale, integrated cloud services in a broadly distributed, multi-tenant cloud environment. OCI is committed to providing the best in cloud products that meet the needs of our customers who are tackling some of the world’s biggest challenges.
We offer unique opportunities for smart, hands-on engineers with the expertise and passion to solve difficult problems in distributed highly available services and virtualized infrastructure. At every level, our engineers have a significant technical and business impact designing and building innovative new systems to power our customer’s business critical applications.
This role is available on the OCI Data Science service. We are addressing exciting challenges at the intersection of data science and cutting-edge infrastructure. We are building a cloud service for data scientists, machine learning engineers and software engineers to help them every step of the way in their machine learning development and deployment lifecycle. Our product vision includes interactive notebooks, distributed machine learning on CPU/GPU supporting wide variety of ML algorithms/libraries, distributed model serving and robust monitoring and analytics of ML models.
As a Machine Learning Developer - Accelerated Data Science on the Oracle Cloud Infrastructure Data Science team, you will have a hand in the design and delivery of a high-quality cloud service with the capabilities, scalability and performance needed to match the needs of enterprise data science teams and enterprise application development teams. You will need experience with designing and developing software for machine learning solutions - solving real-world business problems.
What You'll Do
Build accelerated data science components and machine learning solutions for a cloud service on top of the modern Infrastructure as a Service (IaaS) building blocks at OCI
Design and build distributed, scalable, fault tolerant software systems using Dask and Spark etc.
Participate in the entire software lifecycle – development, testing, CI and production operations
Develop new features for the data science platform in a variety of classical and deep learning frameworks
Work with customers and ISVs to troubleshoot data science solutions in data wrangling, data access, training models and putting them into production
Design, Develop and Document robust software components that fit the Accelerated Data Science SDK
Mentor new employees and work with less experienced software developers to increase quality of projects performed by junior engineers
Participate in on-call for the service with the team
Qualifications
4+ years of professional work experience
DevOps Experience/Familiarity: Containerization (Dockerizing python), Linux/UNIX Shell, package management/Conda etc
B.S., M.S. in Computer Science, Electrical Engineering, or software relevant field, CS, EE etc
Understanding of machine learning
Demonstrated programming abilities in Python (intermediate++)
Experience with software coding practices (unit tests, mock, logging, debugging, git, code review, etc)
Meets/exceeds Oracle's functional/technical depth and complexity for this role
Strong verbal and written communication skills
Cloud Experience with AWS, GCP, Azure, Heroku etc. highly desirable
SQL experience highly desirable
Detailed Description and Job Requirements
Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience."
Mobile AI Engineer - NLP & Speech Tech,"Chandigarh, Chandigarh",DataToBiz,"₹6,00,000 - ₹10,00,000 a year",Organic,"DataToBiz is an AI and Data Analytics Services startup. We are a team of young and dynamic professionals looking for an exceptional Mobile AI Engineer to join our team in Chandigarh. We are trying to solve some very exciting business challenges by applying cutting-edge Machine Learning and Deep Learning Technology.
Being a consulting and services startup we are looking for quick learners who can work in a cross-functional team of Consultants, SMEs from various domains, UX architects, and Application development experts, to deliver compelling solutions through the application of Data Science and Machine Learning. The desired candidate will have a passion for finding patterns in large datasets, an ability to quickly understand the underlying domain and expertise to apply Machine Learning tools and techniques to create insights from the data.
Responsibilities:
* As a Mobile AI engineer on our team, you will be responsible for solving complex data problems for various clients using deep learning techniques.
* Work with the team to extract and transform natural language data from audio and text on the mobile native application.
* Develop and implement a framework for mobile processing of language syntax and semantics as well as contextualization of audio and textual data using python
* Develop strategies and implement methods to pass NLP techniques to classification algorithms.
* Execute project plan to meet requirements and timelines.
* Identify success metrics and monitor them to ensure high-quality output for the client.
* Deliver production-ready models that can be deployed in the production system.
* Understand and identify appropriate data sources required for solving the business problem at hand.
Requirements
* 2+ years of working with Python, Machine learning with exposure to one or more DL frameworks like Tensorflow, Keras, Caffe, MXNet etc
* Minimum 2 years experience in text representation techniques and NLP algorithms to succeed in this role along with hands on Speech Analytics
* Exposure to Deep Learning algrithm implementation in either speech analytics or NLP domain
* Exposure to ML/DL techniques and algorithms to work with different data formats including voice and text unstructured data
* Strong verbal and written communication skills with other developers and business client
* Android or iOS experience will be advantageous
* Exposure to DL Model optimization & transfer learning techniques
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,000,000.00 per year
Experience:
Full time Work: 2 years (Required)
NLP or Speech Tech: 1 year (Required)
Deep Learning: 1 year (Required)
Work Remotely:
Temporarily due to COVID-19"
Principal Data Scientist,"Bengaluru, Karnataka","Cornerstone OnDemand, Inc.",None,Organic,"We're looking for a
Principal Data Scientist ( Bangalore, India)
Be a senior member of the Big-Data Machine-Learning Data Science team, and contribute to the R&D. The work centers around machine learning algorithms and data analysis techniques - especially natural language processing and deep learning.

In this role you will...
Working very closely and collaboratively with team-members in the big-data Machine-Learning Platform team.
Work on NLP through deep learning techniques towards building next-gen products on employee workforce predictive insights.
Perform preliminary data analysis to discover hidden correlations and come up with prototype models.
Work with the team for the development of at-scale efficient machine-learning-models to be able to handle large volumes of data that will be integrated with the MLP.
Active participation in the technical discussions.
You’ve got what it takes if you have...
We are looking for a candidate with a strong background in Natural Language Processing techniques and Deep-Learning using PyTorch. In particular, the candidate should have work experience with:

PyTorch and its ecosystem of libraries.
Word and document embeddings.
Transformers and Attention.
RNN, LSTM.
A background in BERT and its variants.
transfer-learning practices.
nltk.
genism
Besides this, the candidate must possess a mature understanding of, and hands-on experience in, the broad field of machine-learning and statistical methods. Must be conversant with:
scikit-learn
pandas
numpy
plotting using matplotlib, seaborn, etc.
Experience with any of the following is considered a plus:


Tensorflow
Big-data and PySpark
Beautiful Soup or Scrapy
NetworkX
R libraries
Test-driven development
Data-pipelines
Taking models to production
Java programming
GCP
Our Culture:
Our mission is to empower people, businesses and communities. A culture created less by what we do and more by who we are. When people are asked to describe the team, the answer is always the same: smart, cool, dependable, and visionary. We are not a typical tech company (paid sabbaticals, generous stock units, education reimbursement, and 100% paid employee health coverage), because, well, our employees aren't your typical techies... We're always on the lookout for new, curious and capable people who can help us achieve our goal. So if you want to work for a friendly, global and innovative company, we'd love to meet you!
What We Do:
Cornerstone OnDemand (NASDAQ: CSOD) was founded with a passion for empowering people through learning and a conviction that people should be your organization’s greatest competitive advantage. Cornerstone is a global human capital management (HCM) leader with a core belief that companies thrive when they help their employees to realize their potential. Putting this belief into practice, Cornerstone offers solutions to help companies strategically manage and continuously develop their talent throughout the entire employee lifecycle.
Cornerstone’s HCM platform is successfully used by more than 75 million people in 180+ countries and in nearly 50 languages.
Check us out on Linkedin, The Muse, Glassdoor, and Facebook!
Cornerstone takes special care to ensure the security and privacy of the data of its users."
SENIOR DATA SCIENTIST,"Chennai, Tamil Nadu",The Data Team,None,Organic,"Location: Chennai / Bangalore

The Data Team is a boutique consulting firm with strong expertise in big data and data science. The Senior Data Scientist is a key role in the organization, and will be leading project delivery on data science projects or data products. The Senior Data Scientist is an important role within the organization responsible for providing expertise, thought leadership, mentorship and leadership in the area of statistical analysis, data analysis and data science. Accordingly senior data scientists are expected to a hands-on practitioners in business analysis, hypothesis generation, data preparation, relational modelling, statistical modelling, algorithm design and scalable machine learning and deep learning. They’ll be expected to provide deep expertise in these areas. In addition, Senior Data Scientists are expected to mentor data analysts and data scientists on project deliverables, and ensure quality and timeliness in the output. The Data Team offers high-impact work with diverse opportunities in the areas of data science for Senior Data Scientists to grow into roles such as business consulting. Prior experience in doing data science and managing data science teams is required for this role. Experience in working on large scale Hadoop databases is required for this role. Past experience in bots and API development, test driven development, continuous delivery are preferred. Client facing skills are considered a plus.

Required Skills
True depth of knowledge in statistics, machine learning, cloud platforms and databases
Critical thinking skills in business with the ability to confidently face clients and mentor data scientists
A highly imaginative mind set and the ability to formulate new and relevant hypotheses from the data
Ability to perform advanced statistical analysis on diverse data sets in Python, R, Scala and Java
Ability to implement scalable machine learning and statistical analysis algorithms with frameworks such as Spark, Tensorflow or Torch
Current knowledge of cloud technologies and architectures such as on Azure, and hands on skills in implementing machine learning algorithms at scale
Expertise validating and critically evaluating machine learning algorithms and their performance
Ability to work in a Linux environment, on cloud-based virtual machines and containers
Should have managed a team in past roles in a managerial setting, or directly faced clients
Excellent interpersonal, presentation and written communication skills
Education and Work Experience Requirements
Bachelor’s degree in computer science or applied mathematics (Master’s degree or PhD preferred)
Higher degree in business, statistics, machine learning or computer science is a plus
Between 8 and 10 years of demonstrated experience in the industry including significant prior experience in data analysis and data science
Relevant certifications in data science will be considered favorably"
Analyst - One ERP ( m/f),"Oragadam, Chennai, Tamil Nadu",Danfoss,None,Organic,"Job ID: 13240
Job location(s): Oragadam, IN
Job Description
We are currently looking for an Analyst One ERP (m/f) with global responsibility for our location in Chennai, India.


We are looking for an Analyst with data science experience that will help us discover the information hidden in vast amounts of data and help us make smarter decisions to deliver even better products. In this role, you will work with business teams from Global Planning & Logistic area to implement new solutions. You will work directly with large, different data sets and analyse them using the latest modelling techniques. You must be comfortable working with a wide range of stakeholders and functional teams to drive business results with their data-based insights. As a team, we will develop and build recommendations for automation, data integration and machine learning.
Job Responsibilities
Identify use cases - work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions
Processing, cleansing, and verifying the integrity of data used for analysis
Data mining using state-of-the-art methods
Selecting features, building and optimizing classifiers using machine learning techniques
Creating visualizations of complex data sets for easy of understanding by business partners
Doing ad-hoc analysis and presenting results in a clear manner
Enhancing data collection procedures to include information that is relevant for building analytic systems
Creating automated anomaly detection systems and constant tracking of its performance
Analyse, Manipulate, and Validate data using SQL, R, Python, and other analytical tools
Develop, test, and pilot your solutions
Background & Skills
Bachelors / Masters with focus on Statistics, Mathematics, Economics or Business preferred
Experience with data analytics
Experience in machine learning and neural networks
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets
Experience with data visualization tools
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Experience working with and creating data architectures
A drive to learn and master new technologies and techniques

Capabilities/Mindset
Great communication skills
Data-oriented personality
Strong problem-solving skills
Self-motivated

Optional:
Big data tools (Apache Spark, Hadoop)
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks
Danfoss – Engineering Tomorrow
At Danfoss, we are engineering solutions that allow the world to use resources in smarter ways – driving the sustainable transformation of tomorrow. No transformation has ever been started without a group of passionate, dedicated and empowered people. We believe that innovation and great results are driven by the right mix of people with diverse backgrounds, personalities, skills, and perspectives, reflecting the world in which we do business. To make sure the mix of people works, we strive to create an inclusive work environment where people of all backgrounds are treated equally, respected, and valued for who they are. It is a strong priority within Danfoss to improve the health, working environment and safety of our employees.

Following our founder’s mindset ‘action speaks louder than words’, we set ourselves ambitious targets to protect the environment by embarking on a plan to become CO2 neutral latest by 2030."
Data Science Specialist,"Bengaluru, Karnataka",Great Learning,None,Organic,"Data Science Specialist
Gurgaon & Bangalore
Key Responsibilities
Owning new initiatives for learning content and experience for our flagship program BABI (Business Analytics & Business Intelligence)
Ensuring ongoing review of the learning content and identifying opportunities to improve quality in terms of appropriateness, accuracy, richness.
Ensuring the efforts towards updating the content as well as creating additional content - videos, reading material, exercises and assignments.
Deliver a great learner support experience by ensuring timely response and feedback on all academic queries from learners
Leading initiatives to deliver solutions to key business problems in Operations and customer experience
Project Management for delivery excellence
Drive cross-pollination of ideas and knowledge with in-house data science team to deliver in-house solutions and translate them into learning material & case studies for learners
Use insights derived from ad-hoc data analysis to answer ad-hoc questions as well as drive processes improvements so that Great Learning’s business requirements are met
Collaborate with internal stakeholders to consistently align data interpretation with evolving business processes
Refine existing solutions & products as well as handcraft new features in the Learning Management System for superior end user experience
Create unique learning experiences that enable Great Learning customers to have a delightful learning experience and meaningful outcomes
Conceptualize, plan and execute hackathons & ad-hoc competitions,
Fostering and leveraging relationships with industry leaders in Analytics to organize conferences, panel discussions, Analytics industry sessions
Qualification:
Solid understanding and working knowledge of advanced techniques like supervised &unsupervised learning, including but not limited to, hypothesis testing, regression, clustering,decision trees, prediction techniques, model tuning and model performance measures etc.
Good aptitude, ability to think logically and problem-solve
Ability to work under pressure and tight deadlines
Ability to learn quick - ability to learn business, processes, techniques and technologies on the go
Prior experience of deploying analytics solutions
Ability to lead teams
Good understanding of what analytics is - from data to decisions
Good ability to work with complex, unstructured data from multiple sources - consolidate, analyze, interpret, clean and transform to get it ready for analysis
Ability to design approaches to solve a problem using data analysis techniques
Ability to interpret data, present/visualize metrics and extract meaningful insights to answer business problems
Good proficiency with Microsoft Office Suite
Strong working knowledge of SQL, R/Python, Excel
Excellent oral and written communication skills
Sounds like ""the"" job for you? Send in your CV @ careers@greatlearning.in & we will reach out to you accordingly."
Data Analyst (SQL),"Pune, Maharashtra",Springer Nature,None,Organic,"Springer Nature opens the doors to discovery for researchers, educators, clinicians and other professionals. Every day, around the globe, our imprints, books, journals, platforms and technology solutions reach millions of people. For over 175 years our brands and imprints have been a trusted source of knowledge to these communities and today, more than ever, we see it as our responsibility to ensure that fundamental knowledge can be found, verified, understood and used by our communities – enabling them to improve outcomes, make progress, and benefit the generations that follow.
Visit: group.springernature.com and follow @SpringerNature
Springer Nature is seeking a highly motivated Data Analyst for its highly-regarded Analytics Centre of Excellences serving the Research division that includes Nature, Springer, BioMedCentral and ScientificAmerican.
As a Data Analyst, you’ll be analyzing big data from very highly trafficked websites and content. You will provide actionable analysis and insight into the behavior of researchers in both their roles as authors and users of scientific information as well as general trends in the world of research. Driving change that improves their experience with SpingerNature and supports our purpose to advance discovery.
Roles and Responsibilities
Implement online tracking, tagging and analytics infrastructure, and solutions to provide accurate, actionable data to the business
Creation and production of regular reports and analysis on website and customer behaviour and engagement to help make informed decisions
Implement cutting edge analytics solutions to help us become best-in-class data handlers
Consult with stakeholders throughout the business to shape and implement solutions in support of business objectives
Play a key role in shaping solutions, creating the right governance and safety checks to maintain tracking accuracy
Role Requirement
University degree with a strong analytical/quantitative background or equivalent experience (e.g. Data Science, Statistics, Mathematics, Econometrics, Physics, Computer Science etc.)
Good working knowledge of SQL, Python, Google Tagmanager and Analytics
Experience in experimentation (A/B testing, MVT) and personalisation
Demonstrable experience of using data insights and analytics to add tangible value in achieving the wider goals and strategy of the business
Excellent analytical problem-solving capabilities coupled with business acumen
Well organized and accurate with good time management
Visit the Springer Nature Editorial and Publishing website at www.springernature.com/editorial-and-publishing-jobs for more information about our Research E&P career opportunities."
Senior Data Scientist,"Chennai, Tamil Nadu",Ericsson,None,Organic,"Date: Jun 30, 2020
Ericsson is one of the leading providers of Information and Communication Technology (ICT) to service providers. We enable the full value of connectivity by creating game-changing technology and services that are easy to use, adopt, and scale, making our customers successful in a fully connected world. Headquartered in Stockholm, Sweden, Ericsson is proud of its global presence across 100+ countries and market areas. With a strong focus on innovation, we possess 49 thousand registered patents and a global strength of over 95 thousand competent professionals. We also take pride in supporting networks that cater to a capacity of 40 percent of the world’s mobile traffic, thereby connecting more than 2.5 billion subscribers and counting. We are a world leader in the rapidly changing environment of communications technology – by providing hardware, software, and services to enable the full value of connectivity.
Senior Data Scientist – Product Development (Global AI Accelerator India)
Job Description

Ericsson Overview:
Ericsson is world’s leading provider of communications technology and services. Our offerings include services, consulting, software and infrastructure within Information and Communications Technology.
Using innovation to empower people, business and society, Ericsson is working towards the Networked Society: a world connected in real time that will open up opportunities to create freedom, transform society and drive solutions to some of our planet’s greatest challenges.
We are truly a global company, operating across borders in over 180 countries, offering a diverse, performance-driven culture and an innovative and engaging environment. As an Ericsson employee, you will have freedom to think big and the support to turn ideas into achievements. Continuous learning and growth opportunities allow you to acquire the knowledge and skills necessary to progress and reach your career goals. We invite you to join our team.
Exciting Opportunity:
It will be practically impossible for human brains to understand how to run and optimize next generation of wireless networks, i.e., 5G network with distributed edge compute, that will drive economic and social transformation for all aspects of society. Machine Learning (ML) and other Artificial Intelligence (AI) technologies will be vital for us to handle this opportunity. We are setting up a Global AI Accelerator (GAIA) in the US, Sweden and India, with 300 experts, to fast-track our strategy execution.
Machine Intelligence, the combination of Machine Learning and other Artificial Intelligence technologies is what Ericsson uses to drive thought leadership to automate and transform Ericsson offerings and operations. MI is also a key competence for to enable new and emerging business. This includes development of models, frameworks and infrastructure where we in our advancements push the technology frontiers. We engage in both academic and industry collaborations and drive the digitalization of Ericsson and the Industry by developing state of the art solutions that simplify and automate processes in our products and services and build new value through data insights.
Ericsson is now looking for Senior Data Scientists to significantly expand its global team for AI acceleration for our group in Chennai.
Do you have in depth understanding of Machine Learning and AI technologies?
Do you want to apply and extend those skills to solve real complex problems with high societal impact; going beyond ML/AI for consumption and advertising?
Then, you do want to join Ericsson’s global team of Engineers/Scientists pushing the technology frontiers to automate, simplify and add new value through large and complex data.

Role Summary:
As a Senior Data Scientist, you shall build and deploy AI models into production with focus on scaling, monitoring and performance. You shall build effective AI models using stacking/ensemble techniques; and provide prediction explainability and prescriptive capability in ML models. You shall work with business stakeholders to define and formulate the right business problem.
Your knowledge and experience in Data Science methodologies will be applied to solve challenging real-world problems as part of a highly dynamic and global team. You will work in a highly collaborative environment where you communicate and plan tasks and ideas. You will be working on high impact initiatives with other DS in Machine Intelligence to drive growth and economic profitability for Ericsson and its customers by accelerating current Ericsson offerings. Your contribution will also help to create new offerings in the areas of MI driven 4G and 5G network, distributed cloud, IoT and other emerging businesses.
Key Responsibilities:
Lead multiple AI/ML projects for a certain product/business
Manage communication, planning, collaboration and feedback loops with business stakeholders.
Work with huge datasets including petabytes of 4G/5G-networks, IoT and exogenous data
Identify the model monitoring strategy in prod and retraining plan.
Define data sourcing, access and pipeline design. Identify and plan for sourcing external data.
Model the business problem statement into AI/ML problem.
Define the Data sourcing strategy and works with stakeholders to procure data. Contribute to IP creation for Ericsson in AI/ML
Define/Design data storage and retrieval strategies from various kind of data sources such as NOSQL Databases. Design data pipelines and flow strategies.
Design APIs for AI/ML models with focus on business, modularity and versioning; and build standard/canonical data models by combining multiple data sources.
Lead functional and technical analysis within Ericsson businesses and for strategic customers to understand MI-driven business needs and opportunities
Contribute to rapid and iterative development of validated minimum viable solutions addressing these needs. This includes working with petabytes of 4G/5G-networks, IoT and exogenous data, and proposing/selecting/testing predictive models, recommendation engines, anomaly detection systems, statistical models, deep learning, reinforcement learning and other machine learning systems
Lead studies and creative usage of new and/or existing data sources. Work with Data Architects to leverage existing data models and build new ones as needed.
Collaborate with product development teams and partners in Ericsson Businesses to industrialize machine learning models and solutions as part of Ericsson offerings including providing source code, workflows and documents
Work with new technologies and be the ambassador for them in MI Communities within Ericsson, nurturing the communities and mentoring junior data scientists.
Provide MI Competence build-up in Ericsson Businesses and Customer Serving Units
Develop new and apply/extend existing, concepts, methodologies, techniques for cross functional initiatives
Engage with external ecosystem (academia, technology leaders, open source etc.) to develop the skills and technology portfolio for MI’s needs
Present and be prominent in MI related forums and conferences, e.g., publishing patents, presenting papers, organizing sessions etc.
Key Qualifications:
Bachelors/Masters/Ph.D. in Computer Science, Data Science, Artificial Intelligence, Machine Learning, Electrical Engineering or related disciplines from any of the reputed institutes. First Class, preferably with Distinction.
Applied experience: 8+ years of ML and/or AI production level experience; and an overall industry experience of about 15+ years.
Proven skills of implementing a variety of Machine Learning techniques
Strong Programming skills (R/Python) with proficiency in at least one
Strong grounding in mathematics, probability, statistics needed for data analysis and experiments
Proven ability of leading AI/ML projects end-to-end with complete ownership
Proven skills in building AI/ML based solutions using a variety of frameworks such as Python, R, H2O, Keras, TensorFlow, Spark ML etc.
Experience in implementing new algorithms and methodologies from leading open source initiatives and research papers
Extensive experience in model development and life-cycle-management in one or more industry/application domain
Experience in building models using semi-structured and unstructured data
Hands-on experience in designing and building AI models using Deep Neural Networks for applicable scenarios
Experience in using ensembles and stacking techniques to solve complex ML problems
Able to build and deploy AI models into production with focus on scaling, monitoring and performance
Knowledge of building explainable models (XAI) and prescriptive analytics
Experience with working in Big Data technologies such as Hadoop, Cassandra etc.
Able to Define/Design data storage and retrieval strategies from various kind of data sources such as NOSQL DBs
Knowledge of designing data pipelines and flow strategies
Familiarity with data pipelining frameworks such as Air Flow, AWS Sagemaker, etc. would be a plus
Able to design APIs for AI/ML models with focus on business, modularity and versioning
Experience in writing and presenting white papers, journal articles and technical blogs on the results
Soft Skills:
Good communication skills in written and spoken English
Great Team worker and collaborator
Creativity and ability to formulate problems and solve them independently
Self-driven and ability to work through abstraction
Ability to build and nurture internal and external communities
Additional Requirements:
Certifying MI MOOCS, a plus
Applications/Domain-knowledge in Telecommunication and/or IoT, a plus.
Experience with data visualization and dashboard creation is a plus
Knowledge of Cognitive models is a plus
Ability to work independently with high energy, enthusiasm and persistence
Experience in partnering and collaborative co-creation, i.e., working with complex multiple stakeholder business units, global customers, technology and other ecosystem partners in a multi-culture, global matrix organization with sensitivity and persistence

What’s in it for you?

With over 90,000 employees across 180+ countries, we have a culture that respects and supports your ambitions, in alignment with our values of Respect, Professionalism and Perseverance. Ericsson is extremely focused on learning and development, supports mobility and flexible working hours. We are also committed to diversity and inclusion and to be a responsible and relevant driver of positive change. We also offer some awesome benefits, amazing career development and training programs to provide an empowered career in a connected world.

Next Steps:

What happens next once you apply? Read about the next steps here

For your prep and reference, here is our overall Brand video and some insights about our innovations in 5G
……………………………………………………………………………………………………………………………………

Ericsson provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, marital status, pregnancy, parental status, national origin, ethnic background, age, disability, political opinion, social status, veteran status, union membership or genetics. Ericsson complies with applicable country, state and all local laws governing nondiscrimination in employment in every location across the world in which the company has facilities. In addition, Ericsson supports the UN Guiding Principles for Business and Human Rights and the United Nations Global Compact. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, training and development. Ericsson expressly prohibits any form of workplace harassment based on race, color, religion, sex, sexual orientation, marital status, pregnancy, parental status, national origin, ethnic background, age, disability, political opinion, social status, veteran status, union membership or genetic information

Ericsson provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, marital status, pregnancy, parental status, national origin, ethnic background, age, disability, political opinion, social status, veteran status, union membership or genetics. Ericsson complies with applicable country, state and all local laws governing nondiscrimination in employment in every location across the world in which the company has facilities. In addition, Ericsson supports the UN Guiding Principles for Business and Human Rights and the United Nations Global Compact. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, training and development. Ericsson expressly prohibits any form of workplace harassment based on race, color, religion, sex, sexual orientation, marital status, pregnancy, parental status, national origin, ethnic background, age, disability, political opinion, social status, veteran status, union membership or genetic information.
—"
Data Scientist,"Andheri, Mumbai, Maharashtra",Angel broking,None,Organic,"Expertise or extensive experience with Python/ R -programming
A thorough understanding of SQL databases
Excellent technical abilities
statistics and machine-learning optimization skills;
knowledge of big data
insightful data visualization capability
to use algorithms and programming to efficiently go through large datasets
Define unstructured data needs, evaluate data quality, and extract/transform data
data science programming languages and big data tools including R, Python, Spark, SQL, Hadoop
Development and deployment of an advanced solution in a Big Data
Experience Range:
4 - 8 years
Educational Qualifications:
Any graduation,
Skills Required :
data scientist, data analyst,
Candidate Attributes :
Should be good at R Python and Big Data"
