Title,Location,Company,Salary,Sponsored,Description
Software Intern,"Kochi, Kerala",Singularis Software Technologies,None,Organic,"Software Internship for Freshers.
We are providing internship training for all those who wished to fulfill the dream of becoming a Software Engineer.
Join with us for the exciting career in Software Industry.
Domains: Python, AI, Deep Learning, Machine Learning & Data Science.
Software Testing/Java/ PHP & Python DJango.
Cost of edification have to be meet by the joining candidates
For more details share your resume, Our export team will get back to you for guiding you to the proper carrer.
Job Type: Internship
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19"
Project Engineer - Product Quality,"Chennai, Tamil Nadu",e-con Systems,None,Organic,"Position: Project Engineer - Product Quality

Location: Chennai

Experience Required: 5 to 7 years





Skillsets:



We are looking for an experienced and self-motivated Software Engineer to work on testing image/video processing software and firmware for the cameras in Windows and Linux platforms. You will work with the product quality team to craft and execute test plans focused on qualifying camera firmware and drivers to ensure we ship a quality product. You must be comfortable working in a fast-paced environment and possess a strong aptitude for learning new technologies.






Key Qualifications:



Minimum of 5 years of previous experience in image, video quality, with testing embedded camera system products.
Deep understanding of the camera SOC, including CMOS image sensor, lenses, and image signal processing (ISP) pipeline, video formats and color spaces.
Experience in the areas of image enhancement, noise reduction, auto exposure, and auto white balancing etc.
Programming in C/C++, MATLAB. Scripting in shell or Python.
Hands on experience with Open CV, AI & ML.
Strong written and verbal communication skills.
Strong data analysis skills.






Description:


The role includes,


Design test cases and execute test plans related to functionality, performance, power, stability and image quality of our camera solution.
Should be able to describe and clearly document test plan/procedure and test results.
Automate test cases and develop test tools on desktop/embedded platforms."
Principal Data Scientist - AI For Software Engineering,"Bengaluru, Karnataka",Ericsson,None,Organic,"Date: Jul 22, 2020
As the tech firm that created the mobile world, and with more than 54,000 patents to our name, we’ve made it our business to make a mark. When joining our team at Ericsson you are empowered to learn, lead and perform at your best, shaping the future of technology. This is a place where you're welcomed as your own perfectly unique self, and celebrated for the skills, talent, and perspective you bring to the team. Are you in?
Come, and be where it begins.

Our Exciting Opportunity :
As a Principal Data Scientist - AI for SW Engineering, you will develop and deploy AI models/systems that will transform how software/products are engineered – this includes the full development cycle spanning requirements assembling, design, development, testing and deployment!
We believe in trust – we trust each other to do the right things.
We believe in taking decisions as close to the product and technical expertise as possible.
We believe in creativity – trying new things and learning from our mistakes.
We believe in sharing our insights and helping one another to build an even better user plane.

You will :
Balance multiple projects with a focus on AI for Software Engineering
Transform end to end SW Engineering practices using AI: Requirements collecting/traceability, software development, testing & deployment
Manage communication, planning, collaboration with business partners.
Develop new and apply/extend existing, concepts, methodologies, techniques for multi-functional initiatives
Engage with external ecosystem (academia, technology leaders, open source etc.) to develop the skills and technology portfolio for AI needs
Present and be prominent in AI related forums and conferences, e.g., publishing patents, presenting papers, organizing sessions etc.

To be successful in the role you must have :
Experience applying AI in assessment of complex dynamical systems – critical path, narrow down & prioritize a minimal set of test cases to be exercised based on code changes
Experience in mining code repositories – identifying key patterns
Experience or solid grasp in code analysis tools, compiler design, etc.
Experience in Open source management solutions like Black Duck
Demonstrated proficiencies of implementing a variety of Machine Learning techniques
Experience in natural language processing applied to large scale projects
Programming skills (R/Python) with proficiency in at least one.

Key Qualification:
Education: Bachelors/Masters/Ph. D. in Computer Science/ Data Science
Experience: 15 years

What´s in it for you?
Here at Ericsson, our culture is built on over a century of daring decisions. With us, you will no longer be dreaming of what the future holds – you will be redefining it. You won’t develop for the status quo, but will build what replaces it. Joining us is a way to move your career in any direction you want; with hundreds of career opportunities in locations all over the world, in a place where co-creation and collaboration are embedded into the walls. You will find yourself in a speak-up environment where empathy and humanness serve as cornerstones for how we work, and where work-life balance is a priority. Welcome to an inclusive, global company where your opportunity to make an impact is endless.

What happens once you apply?
To prepare yourself for next steps, please explore here: https://www.ericsson.com/en/careers/job-opportunities/hiring-process

Do you believe that an organization fostering an environment of cooperation and collaboration to execute with speed creates better business value? Do you value a culture of humanness, where fact based decisions are important and our people are encouraged to speak up? Do you believe that diverse, inclusive teams drive performance and innovation? At Ericsson, we do.

We provide equal employment opportunities without regard to race, color, gender, sexual orientation, transgender status, gender identity and/or expression, marital status, pregnancy, parental status, religion, political opinion, nationality, ethnic background, social origin, social status, indigenous status, disability, age, union membership or employee representation and any other characteristic protected by local law or Ericsson’s Code of Business Ethics."
Founding Backend Engineer – Cassandra / ScyllaDB – $90K- $10...,"Bengaluru, Karnataka",CareerXperts,None,Organic,"Real-time insights, machine learning, streaming analytics, and extreme transactional processing.Our Client is a fast-growing US startup with subscription revenue from Fortune 500 customers and backed by tier-A VCs. The founding team changed the world with AI/ML at internet giants and top hedge funds before the word Big Data existed.
Experience
5+ years of experience writing prolific code using Core Java / Golang / or C/C++.
Qualification
Strong foundation in data structures, algorithms, multi-threaded and asynchronous patterns and their applications towards developing scalable systems
Cassandra/ScyllaDB expert (ideally someone who has committed code in it or worked at scale – 100’s of Cassandra nodes).
Engineering Degree in CS/ EE / ECE.
Responsibilities
Own end to end development of Scalable Distributed System Components.
Write beautiful code that earns the respect of fellow engineers and increases engineering excellence for the entire team.
We value intellectual curiosity, open communication and creative thinkers who know how to stand up and be counted. You will join a high class globally distributed team and work with some leading “Industry Inventors”.
Write to deepa.m@careerxperts.com to get more details !
#HighBarOfEntry #DeepTech
Job Location
Bengaluru"
Software Engineer - Embedded Deep Learning,"Bengaluru, Karnataka",MathWorks,None,Organic,"MathWorks is an industry leader in design automation tools for developing embedded system software. In embedded systems, the need to deploy Deep Learning and Machine Learning algorithms is exploding. These deployments demand optimal balance between high computation performance and limited resources on hardware. You will build technology to achieve the optimal match of the machine learning models to the deployment capabilities in MathWorks design automation products.
Responsibilities
MATLAB and Simulink provide ideal toolchains for applying Model-Based Design techniques to solve problems in Artificial Intelligence domain. Transforming those innovative ideas in to a form that allows efficient implementation on an embedded device is challenging. Your role is to develop suites of features that automate this transformation, providing simulation and deployment capabilities. Your goal is to deliver maximum user productivity and outstanding ease of use.

You will:
Hands on in all phases of software development, including user requirements, functional design, implementation, testing, and design validation. Be passionate about increasing productivity and bringing quality features to market at fast pace.
Innovate and advance the technologies in modeling and automatic code generation. Work out of the Bangalore office and collaborate closely with development teams in Natick, MA office. Coordinate work with cross-functional team members in engineering, quality engineering, user experience, and documentation.
Develop a strong understanding of the needs of MathWorks customers for embedded design automation. You will use your expanding knowledge to set vision and drive the next generation of design automation for embedded deployment of AI models.
Be enthusiastic about learning and collaborating with subject matter experts. You will be part of a team who learn from each other in their areas of mastery in software architecture, automated testing, artificial intelligence, numerics, and much more.
Minimum Qualifications
A bachelor's degree and 7 years of professional work experience (or a master's degree and 5 years of professional work experience, or a PhD degree, or equivalent experience) is required.
Additional Qualifications
Experience as an individual contributor to cross-disciplinary teams designing, developing, and delivering commercial software products
Experience planning projects and meeting delivery deadlines
Strong interpersonal skills to motivate team and influence cross-functional teams across organizational boundaries
Proven industry experience in one or more areas of statistics, optimization, signal processing and computer vision."
Software Trainee,"Pune, Maharashtra",Algo.ai,"₹6,000 - ₹8,000 a month",Organic,"Minimum of 0-1 years’ experience as a Software Engineer working with Python & Javascript.
Minimum 0-1 years' experience with SQL (Postgres) and NoSQL (MongoDB).
Maintaining, tuning and repairing applications; providing on-call production support.
Experience using Git for code versioning
Extensive knowledge of best practices in code development: testing, reviews and design documentation.
Experience in successfully delivering large-scale software projects in a fast-paced environment.
Experience managing a team and leading projects
Strong presentation and communication skills.
Ability and desire to take ideas from concept to prototype.
English language skills verbal and written
Job Type: Full-time
Salary: ₹6,000.00 - ₹8,000.00 per month
Experience:
total work: 1 year (Preferred)
SQL: 1 year (Preferred)
python: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
AI/Machine Learning Engineer,"Bengaluru, Karnataka",Zycus,None,Organic,"Share this job

Description
Requirements

We are looking for applicants with a strong background in Analytics and Data mining (Web, Social and Big data), Machine Learning and Pattern Recognition, Natural Language Processing and Computational Linguistics, Statistical Modelling and Inferencing, Information Retrieval, Large Scale Distributed Systems and Cloud Computing, Econometrics and Quantitative Marketing, Applied Game Theory and Mechanism Design, Operations Research and Optimization, Human Computer Interaction and Information Visualization. Applicants with a background in other quantitative areas are also encouraged to apply.

We are looking for someone who can create and implement AI solutions. If you have built a product like IBM WATSON in the past and not just used WATSON to build applications, this could be the perfect role for you.

All successful candidates are expected to dive deep into problem areas of Zycus’ interest and invent technology solutions to not only advance the current products, but also to generate new product options that can strategically advantage the organization.

Skills:
Experience in predictive modelling and predictive software development
Skilled in Java, C++, Perl/Python (or similar scripting language)
Experience in using R, Matlab, or any other statistical software
Experience in mentoring junior team members, and guiding them on machine learning and data modelling applications
Strong communication and data presentation skills
Classification (svm, decision tree, random forest, neural network)
Regression (linear, polynomial, logistic, etc)
Classical Optimization(gradient descent, newton raphson, etc)
Graph theory (network analytics)
Heuristic optimisation (genetic algorithm, swarm theory)
Deep learning (lstm, convolutional nn, recurrent nn)

Must Have:
Experience: 1-9 years
The ideal candidate must have proven expertise in Artificial Intelligence (including deep learning algorithms), Machine Learning and/or NLP
The candidate must also have expertise in programming traditional machine learning algorithms, algorithm design & usage
Preferred experience with large data sets & distributed computing in Hadoop ecosystem
Fluency with databases
Benefits"
Backend Engineer (Python),"Chennai, Tamil Nadu",Positivenaick,None,Organic,"As a backend developer, you’ll be expected to handle the following tasks on a day-to-day basis,
You love solving insane problems intelligently with AI, and architect a stable, sustainable Machine learning solution via code
You are comfortable building a web application from start to finish with python web frameworks. (We favor Flask and FastAPI because it’s fun and battle-tested! Others are welcome too!)
The world runs on APIs! And you have experience in architecting, building and testing RESTful APIs properly
You understand when to use and utilize task schedulers like Celery. (Because we use python, duh!)
You use SQL databases (We love PostgreSQL! You’re free to use any other required)
You are comfortable using NoSQL databases (Yea, we use MongoDB. Know others too? Let’s have some fun together then!)
You know your way around cloud providers like AWS, GCP, Azure, DO and associated server level configurations.
You love using linux and play around with a lot of shell scripting
You know the pros and cons of different server technologies(Using nginx, load balancing, etc) and know when to use/utilize them.
Experience with Docker/containers and with Kubernetes and especially with orchestrating ML pipelines (MLFlow/KubeFlow)
Graph databases (Presumably Neo4j)
Skills
Python 3.6+
Strong understanding of Async principles. (AsyncIO)
Strong understanding and knowledge of Machine learning/Deep learning techniques.
Good experience with ML/DL frameworks like TensorFlow, PyTorch, Caffe
Experience with production level deployments of Machine learning models.
Web development frameworks like Django, Flask, FastAPI, etc
Strong understanding of API specific design (Restful)
Strong understanding of databases (SQL, NoSQL, Graph)
Docker/Containerization
Good knowledge on Linux, and shell scripting
Good knowledge and exposure to CI/CD such as CircleCI/Travis CI
Good knowledge and experience on deployment on server
Strong understanding of messaging queues and task schedulers (RabbitMQ, Redis, Celery)
Good understanding of microservices architecture
Good experience with integrating third party services/apis such as
Payment Gateways
Oauth, IAM etc
Experience
Should have 4 to 6 years of relevant experience."
Project Specialist (Intern) - India UHR,"Bengaluru, Karnataka",Cisco Systems,None,Organic,"PROJECT SPECIALIST

Job Description – Project Specialist
In Cisco, we have an outstanding opportunity where we actually get to use the technology we build!
We are Innovators
We drive innovation to propel business transformation while maintaining operational quality.
We are Accelerators
We accelerate digital solutions to generate cost savings and efficiency gains for enterprise growth and success.
We are Transformers
In Supply Chain Operations we have an opportunity and the responsibility to enable Cisco's business now and prepare for the future. Our vision and strategy continue to emphasize the importance of providing our customers an unrivaled customer experience by delivering a flexible, innovative and scalable supply chain while continuing to build upon our strong operational foundation. Cisco is also committed to social and environmental responsibility in our supply chain. We work with our suppliers to maintain a sustainable supply chain that meets our standards for ethics, labor practices, health and safety, and the environment.
We encourage you to become a part of this dynamic organization where on a daily basis we leverage Cisco's aggressive competitive spirit and accelerate time to market by empowering our employees to use their expertise to take good business risks. As Cisco expands into new technologies, and geographies, it's become an exciting time to be part of the Supply Chain Operations team.
There are three sub-roles, you will be assigned a role depending on the team you join.
Project Specialist – Product Ops
Definition: Open Source Software Technology license evaluator and authorization specialist with strong Product Engineering and components integration background
Provide technical guidance to engineers and business decision-makers on architectural and source selection matters including buy vs. build vs. reuse based upon knowledge of software development practices as well as open source licensing.
Review, evaluate, and approve of SW engineering requests for use of Free and Open Source Software (FOSS), primarily evaluating inbound technology licenses for use in Cisco products.
Give approval decisions based on legal and technical criteria for use of FOSS products, as well as outbound contributions and the audit of mandatory redistributions for alignment to our license obligations.
Contribute to the development of project goals, schedules and resource planning.
Evaluate and recommend different ways you can use the component in the product.
Top skills required:
Python (hands-on programming)
Opensource licenses knowledge
Team player with ‘can-do’ attitude
SQL knowledge (Definite plus)
Education Eligibility Criteria (Bachelor):
Desired Degree: (BA/BS /MA/MS)
Desired Major: Business Management, Applied Science, Mathematics, Material
Engineering, Statistics, Manufacturing, Supply Chain Management or equivalent
Minimum CGPA of 3.0
The requirement is for 2021/22 passout only
Project Specialist - Supply Chain Transformation
Who You Are

Help develop, execute and track projects within one or more of the Supply Chain strategic programs
Work cross-functionally to define project scope, execute status reporting, ensure program deliverable completion, manage key risks and issues, create and manage project schedules and timelines
Strengthen the Supply Chain Transformation team’s tight relationship with IT, working closely with cross functional teams to improve handoffs
Ability to work in a cross functional environment; which will require collaboration with teams within and outside Supply Chain
Analyse business processes, find gaps and identify improvement opportunities
Work with large amount of data and having business context to derive meaningful insights from the analysis of the data
Document business requirements and work with IT on solution design, execution and business testing
Present data and insights in a logical, influential manner to drive data driven business decisions
Drive innovation and next gen ideas in Supply Chain: Block Chain, AI, ML
Capture the inventory of Supply Chain data sources, dashboards, measurements and metrics to prepare and manage integrated data architecture
Knowledge of Blockchain, AI and ML is desired
Excellent organizational, MS Office skills are required
Creative and flexible, work effectively within a team, and function with heavy cross-functional engagement
Strong written, oral, interpersonal communications and presentation skills
Education Eligibility Criteria (Bachelor):
Desired Degree: (BA/BS /MA/MS)
Desired Major: Business Management, Applied Science, Mathematics, Material
Engineering, Statistics, Manufacturing, Supply Chain Management or equivalent
Minimum CGPA of 3.0
The requirement is for 2021/22 passout only
Project Specialist - Global Supplier Management
Who You Are

Work as part of a new product development team to develop our products and manufacturing processes.
Assist with creating, analyzing, and releasing product and process documentation
Work with cross-functional product teams to provide mechanical engineering recommendations on product design and manufacturability.
Provide innovative solutions to optimize Supply Chain Operations internal and external processes, policies, and protocols to enable the best cost, quality, and delivery of Cisco products.
Identify, develop, and qualify new electro-mechanical and mechanical components to meet next-generation product and customer needs
Collaborate with Engineering and provide closed-loop feedback regarding forecast trends and accuracy
Opportunity to learn about various manufacturing product development methodologies such as Design for Manufacturing/Cost/Quality/Reliability/Packaging/Assembly.
Work with key mechanical suppliers to develop, optimize, and maintain new and current technologies
Opportunity to learn about mechanical supply chain technical capabilities and industry trends
Interface with Cisco suppliers to support and maintain daily operation health on mechanical product quality and customer delivery
Opportunity to work with cross functional mechanical engineering teams to problem solve and root cause product and process failures.
Collaborate with marketing, finance, sales and the Supply Chain Organization to develop manufacturing strategies and protocols.
Provide quantitative analysis of data to drive decision making and improve processes and tools.
Opportunity to learn about mechanical product functional and reliability testing methodologies and protocols.
Desired Degree: (BA/BS /MA/MS)
Desired Major: Business Management, Applied Science, Mathematics, Material
Engineering, Statistics, Manufacturing, Supply Chain Management or equivalent
Minimum CGPA of 3.0 out of 4
The requirement is for 2021/22 passout only
Why Cisco
At Cisco, each person brings their unique talents to work as a team and make a difference. Yes, our technology changes the way the world works, lives, plays and learns, but our edge comes from our people.
We connect everything – people, process, data and things – and we use those connections to change our world for the better.
We innovate everywhere - From launching a new era of networking that adapts, learns and protects, to building Cisco Services that accelerate businesses and business results. Our technology powers entertainment, retail, healthcare, education and more – from Smart Cities to your everyday devices.
We benefit everyone - We do all of this while striving for a culture that empowers every person to be the difference, at work and in our communities.
So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture enthusiast? Many of us are. Passion for technology and world changing? Be you, with us!
Disclaimer - “ Please note this posting is to advertise potential job opportunities. The requirement is for 2021 /22 passout only. This exact role may not be open today, but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens.”"
Data Engineer,"Bengaluru, Karnataka",HealthifyMe Wellness Private Limited,None,Organic,"About Us:
HealthifyMe was founded in 2012 by Tushar Vashisht and Sachin Shenoy, and incubated by Microsoft Accelerator. Today, we are India and South East Asia's largest and most loved health & fitness app, with over 16 Million users from 300+ cities in India+SEA and rated over 4.6/5. The HealthifyMe mobile app has been rated as the top Health/Fitness app on Play Store by Google for the last 3 years, and has received the prestigious 'Editor's Choice' badge by Google.Our coaching services are delivered by a world class team of over 500 coaches including nutritionists, trainers and yoga instructors. We combine the power of artificial intelligence and human empathy to deliver measurable impact in the lives of our consumers. We launched the world's first AI nutritionist 'Ria' with learnings developed from billions of data points on consumer lifestyles, coupled with 400 man-years of nutritionist/fitness intelligence.

HealthifyMe has raised over $25 Million in funding from marquee investors such as Sistema, IDG, Inventus, Blume and Samsung Next. HealthifyMe works with over 75 corporates across the country to deliver employee wellness solutions. We aspire to be a leading health and fitness platform across the globe.

Data Engineer Responsibilities:
Design, construct, install, test and maintain data pipeline and data management systems.
Ensure that all systems meet the business/company requirements as well as industry practices.
Integrate up-and-coming data management and software engineering technologies into existing data structures.
Processes for data mining, data modeling, and data production.
Create custom software components and analytics applications.
Collaborate with members of your team (eg, Data Architects, the Software team, Data Scientists) on the project’s goals.
Recommend different ways to constantly improve data reliability and quality.
Data Engineer Requirements:
Experience in a related field with real-world skills and testimonials from former employees.
Familiar with data warehouses like Redshift, Bigquery and Athena.
Familiar with data processing systems like flink, spark and storm.Develop set
Proficiency in Python and SQL.Possible work experience and proof of technical expertise.
You may also consider a Master’s degree in computer engineering or science in order to fine-tune your skills while on the job. (Although a Master’s isn’t required, it is always appreciated).
Intellectual curiosity to find new and unusual ways of how to solve data management issues.
Ability to approach data organization challenges while keeping an eye on what’s important.
Minimal data science knowledge is a Must,should understand a bit of analytics.
Look forward to:
Working with a world-class team.
Fun & work at the same place with an amazing work culture and flexible timings.
Get ready to transform yourself into a health junkie
Join HealthifyMe and Make History!"
Product Engineer,"Kolkata, West Bengal",Codeclouds IT Solutions Pvt. Ltd,"₹2,50,000 - ₹6,00,000 a year",Organic,"Job Summary:
We are looking for an expert Product Engineer who is a logical thinker and has a passion for machine learning and AI technology. The ideal candidate will have previous expertise with PHP, LAMP stacks and MongoDB, some Laravel experience is advantageous.
Skills:
PHP/LAMP, Node.js, AngularJS, MongoDB, Laravel, Machine Learning / AI
Requirements:
A Bachelor’s Degree in Computer Science or related field.
Well experienced with PHP, and has some experience with Laravel.
LAMP stack expertise
Previous Experience with MongoDB & AngularJS
Experience or is familiar with new machine learning and AI technology
Certifications with technology related to this position will prove advantageous
Soft Skills:
Strong communication skills
Fluent in English.
Capable problem solving and troubleshooting abilities.
Self-starter and who brings a strong work ethic, cooperative attitude and time management skills to a team environment
Job Type: Full-time
Salary: ₹250,000.00 - ₹600,000.00 per year
Experience:
Relevant: 2 years (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Senior System Software Engineer - Conversational AI System,"Pune, Maharashtra",NVIDIA,None,Organic,"Widely considered to be one of the technology world’s most desirable employers, NVIDIA is an industry leader with groundbreaking developments in High-Performance Computing, Artificial Intelligence and Visualization. The GPU, our invention, serves as the visual cortex of modern computers and is at the heart of our products and services. More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, autonomous cars and conversational AI that can perceive and understand the world. Today, we are increasingly known as “the AI computing company.” We're looking to grow our company, and build our teams with the smartest people in the world. Join us at the forefront of technological advancement.
NVIDIA is looking for Senior System Software Engineer to develop Conversational AI solutions for various NVIDIA platforms (Cloud, Edge, Embedded). If you're creative & passionate about developing and productizing complex solutions in the Conversational AI space, and are an upbeat and dynamic software engineer with excellent analytical ability, we want to hear from you!
What you'll be doing:
Use expertise in system software to build, deploy and productize Conversational AI framework, that builds scalable pipelines/graphs of various speech/audio components, extending to other modalities too. The pipelines can run on Cloud, Edge or Hybrid back-ends.
Design and build APIs for the Conversational AI framework, enabling integration across various applications in the area of robotics, health care, automotive etc.
Write sample applications on top of the Conversational AI framework, to enable testing and verification of all parts of the system.
Profile end-to-end complex pipelines with AI components, identifying performance/memory bottlenecks and arriving at solutions to tackle them.
Identify/design Key Performance Indicators for end-to-end Conversational systems, and help track them.
Contribute in releasing containerized solutions.
Collaborate with other teams on new products or features/improvements of existing products.
Participate in developing and reviewing code, design documents, use case reviews, and test plan review.
Work with QA teams to productize Conversational AI framework solutions across a range of applications.
Help innovate, identify problems, recommend solutions and perform triage in a team environment.
What we need to see:
BE/B.Tech, ME/M.Tech,(from reputed schools only) or PhD is required.
You should possess good programming and scripting skills using C, C++, Python with strong software development, optimization, and analytical skills.
Hands-on experience building and productizing speech based chatbot systems and/or frameworks of interconnected AI components to build an entire solution.
Insight into interfaces to all building blocks of Conversational AI frameworks, running across Cloud and Edge platforms.
Insight into Speech AI blocks and Natural Language understanding and their working.
Prefer direct experience of customizing and deploying Chatbot for specific application/s.
Good knowhow around gRPC and REST interfaces.
Some experience with version control software, code review tools, such as Git, Gerrit is preferred.
Familiarity with computer system architecture, microprocessor, and microcontroller fundamentals.
Familiar with multiprocessing programming, comfortable with task scheduling, locks, mutexes, semaphores, etc.
Experience with Linux OS and Kernel is preferred.
Some exposure to speech/audio IO pipelines is preferred.
Knowledge of deep learning techniques related to speech and audio will be a plus.
Strong collaborative and interpersonal skills, specifically a proven ability to effectively guide and influence within a dynamic matrix environment.
Ways to stand out from the crowd:
Enthusiastic and passionate about building Conversational AI solutions for effective man-machine interface.
Hardworking independent self-driven individual."
Consultant - Data Science,"Bengaluru, Karnataka",Antuit,None,Organic,"Antuit.ai is the leader in AI-powered SaaS solutions for Demand Forecasting & Planning, Merchandising and Pricing. We have the industry’s first solution portfolio – powered by Artificial Intelligence and Machine Learning – that can help you digitally transform your Forecasting, Assortment, Pricing, and Personalization solutions. World-class retailers and consumer goods manufacturers leverage antuit.ai solutions, at scale, to drive outsized business results globally with higher sales, margin and sell-through.
Antuit.ai’s executives, comprised of industry leaders from McKinsey, Accenture, IBM, and SAS, and our team of Ph.Ds., data scientists, technologists, and domain experts, are passionate about delivering real value to our clients. Antuit.ai is funded by Goldman Sachs and Zodius Capital.
The Role:
Antuit.ai offers AI products that help CPG and retail companies to plan and operate their business better. The data scientist will play a critical role in ensuring the products are configured to provide the best solution to the users.
Responsibilities:
A key member of the Forecasting and Supply Chain team, this person will facilitate product solutioning and enhance user experience with analytical insights and addressing the problem statements encountered by users. Specific tasks include:
Understand the client’s business including nuances of the products, sales channels, business cycles and levers like promotions, advertising etc.
Ensure completeness, accuracy and quality of data received
Identify anomalies in the business using the data and work with the client to resolve the anomalies
Configure the AI product model to generate the necessary model outputs
Evaluate the accuracy of the model outputs and analyze the output to identify issues in the model
Create and present reports showing model performance, and have an engaging conversation with business stakeholders
Analyze and resolve any ongoing issues with model performance
Qualifications and Skills:
4+ years of experience working with retail or CPG clients
Good understanding of CPG or retail supply chain process. Understanding of Retail/CPG data model is a plus.
4+ years of hands on experience in python and SQL to do exploratory analysis and identify anomalies
Good understanding of regression and/or time series models
Expertise in evaluating model output and identifying model improvement opportunities.
Excellent problem-solving skills
Natural ability to think analytically
The ability to plan work and meet deadlines
Accuracy and attention to detail
Flawless oral and written communication skills
Massive appetite to learn and curiosity to understand the business problem and solutions
Good team player with humility and patience to work with high caliber talent
Information Security Responsibilities
Understand and adhere to Information Security policies, guidelines and procedure, practice them for protection of organizational data and Information System.
Take part in Information Security training and act accordingly while handling information.
Report all suspected security and policy breach to Infosec team or appropriate authority (CISO).
EEOC
Antuit is an at-will, equal opportunity employer. We consider applicants for all positions without regard to race, color, religion, national origin or ancestry, gender identity, sex, age (40+), marital status, disability, veteran status, or any other legally protected status under local, state, or federal law.
To apply, please send your resume or CV to careers@antuit.com"
Artificial Intelligence Developer,"Pattom, Thiruvananthapuram, Kerala",Oracuz,"₹18,000 - ₹25,000 a month",Organic,"Hands-on experience in widely used AI and ML frameworks such as TensorFlow, MLFlow, Kubeflow, Keras, Scikit-learn, Python ML;
Has hands-on experience in deep learning, machine learning and mathematical modeling skills;
Has excellent understanding of ML and deep learning models e.g. classical regression, neural nets, Computer Vision, NLP, association rules, sequence and cluster analysis, etc
Develop models using latest AI, ML and Deep Learning frameworks for automation of business processes across different application tracks;
Identify opportunities for curation of new or existing data sources, and applying new models to derive progressively improved outcomes;
Design and development AI, ML, Deep Learning based proof-of-concepts for automation of Aadhaar business processes;
Application Deadline: 31/8/2020
Expected Start Date: 7/9/2020
Job Types: Full-time, Walk-In
Salary: ₹18,000.00 - ₹25,000.00 per month
Experience:
2: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
AI/ML - Intern,"Udaipur, Rajasthan",GKM IT,None,Organic,"About the Internship
Selected intern's day-to-day responsibilities include:
Experience with various ML/AI techniques, Technologies, Libraries and most used AI/AL Tools
Work on real time problems
Data Exploration Using Pandas
Plotting in Financial Markets
Algo Trading using Classification and etc
Required Skills
Data structures
Basics of Python
Basics of Tenser Flow
Basics of Keras
Who can apply
Only those candidates can apply who:
Are available for full time (in-office) internship
Have relevant skills and interests
Are available for the duration of 6 months
Perks
Certificate
Job offer
Flexible work hours
5 days a week"
Artificial Intelligence Engineer,"Hyderabad, Telangana",Grid Logic Software Private Limited,None,Organic,"AI Engineer is a new requirement to improve efficiency of our current AI results. You will be part of a team helping chart our future AI strategy and define the problems we are solving with AI. You will help build our AI development and production infrastructure and set our technical standards.
Key Responsibilities:
Understand the business problem, challenge of existing technologies and areas of application for AI technologies.
Identify and choose right AI or cognitive computing technologies for solving problems and formulate AI recipes for development.
Develop required machine learning models or prototype applications applying formulated AI recipes and verify the problem/solution fit.
Involve in development of AI Platform and production infrastructure
Help AI team and business stakeholders understand the potential and limitations of AI when planning new products.
Formulate, implement, and validate applications of machine learning into in-house tools.
Deploy AI models into production.
Work with a team of developers and testers in a highly agile environment to produce high quality software.
Keeping up to date with emerging technologies (AI, ML) and developments trends in our business domain Should be able to plan and implement change management for short and long-term strategies such as retiring legacy systems, migrating to new systems without impacting productivity.
Knowledge, Skills and Experience:
At least 3 years’ hands-on development experience using Python languages
Experience in building API driven interface development
Demonstrated proficiency in multiple programming languages with a strong foundation in statistical platforms
Experience building AI models
Experience in designing and developing products, tools or test automation frameworks Python technologies.
Experience of developing tools using AI, Machine Learning, Deep Learning is required
Experience in designing and implementing systems using emerging technology
Demonstrated commitment to learning about AI through your own initiatives through courses, books, or side projects"
