Title,Location,Company,Salary,Sponsored,Description
Machine Learning Training and Development Engineer,"Salem, Tamil Nadu",IMAGECON INDIA PRIVATE LIMITED,None,Organic,"Roles & Responsibilities:
*Deploy classroom in and practical training aligned to industry requirements in Java
*Ensure relevant student enrolment and engagement in training program with excellent quality standards.
* Ability to facilitate the in-house technical training curriculum in classrooms and deliver the quantitative modules to students.
*ML Model Building
Key Skills:
*In-depth subject and practical knowledge of programming languages such as R and Python
*Experienced in frameworks Like Tensor Flow,numpy,pandas,keras and scikit learn
*Experienced in Deep learning
*Experienced in Databases like SQL and Mongo DB,Hadoop, Cassandra and Apache Spark
Qualification:
Any Degree
Job Type: Full-time
Experience:
Machine Learning: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Machine Learning-Consultant,"Bengaluru, Karnataka",Wipro LTD,None,Organic,"Bengaluru, India
BE / BTech
1412921
Job Description
Key skills required for the job are: n Machine Learning-L1, (Mandatory) .As a Consultant, you should have in-depth knowledge in any one technological or industry practice / functional area and overview of 2-3 other areas. You should handle solution definition/ fitment for a small sized project with a medium complexity. You should be able to build a custom Function Module with medium complexity program logic. Minimum work experience: 5 - 8 YEARS

Roles and Responsibilities
Mandatory Skills: Machine Learning-L1
Experience Range: 5-8 YEARS

We are an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, sexual orientation, disability status, protected veteran status, or any other characteristic protected by law. Any complaints or concerns regarding the recruitment, application or hiring process should be directed to our Ombuds group www.wiproombuds.com. Any US applicant can also call our hotline at 1-866-921-6714. Applicants outside the US can request the applicable hotline number via email via the Ombuds group.
Wipro does not charge any fee at any stage of the recruitment process and has not authorized agencies/partners to collect any fee for recruitment. If you encounter any suspicious mail, advertisements or persons who offer jobs at Wipro, please do let us know by contacting us on helpdesk.recruitment@wipro.com"
Data Scientist,"Bengaluru, Karnataka",Levi Strauss & Co.,None,Organic,"JOB DESCRIPTION
Duties and responsibilities
Develop analytical solutions / production-ready models that solve real business problems, taking account of business needs and technology/operations landscape
Apply advanced analytics, machine learning, and AI techniques to derive business value from the full range of internal and external data sets, leveraging Cloud-based “Big Data” technology
Translate complex data and methodology into strategic, operationally feasible insights and recommendations
Communicate clearly and effectively to technical and non-technical audiences, verbally and visually, to create understanding, engagement, and buy-in
Identify trends and opportunities to drive innovation, both in what we do and how we do it
Document all code and approach; actively contribute to and re-use community best practices
Be a great team player who embodies the values and passions that characterize Levi Strauss; have empathy to engage with colleagues from a wide variety of backgrounds
LOCATION
India, Bangalore - Office
FULL TIME/PART TIME
Full time"
Machine Learning Engineer Intern (Image Recognition in Biome...,"Bengaluru, Karnataka","Kaleidoscope Business Solutions, Inc","₹25,000 - ₹45,000 a month",Organic,"Job Summary
The Machine Learning Engineer Intern is a hands-on individual contributor who loves to transform raw data into valuable insight. You are self-directed and love to take a problem from its early definition into a concrete plan and have your hands in all steps of the process, from data collection and preparation to model selection and training, all the way through deployment of proof of concept and ideally to production.
Responsibilities and Duties
- Create processes to clean and augment our existing data set of 50000+ images
- Select appropriate image recognition models for classification and object detection
- Train models, including hyper parameter tuning and local / cloud processing
- Report on model accuracy and utility
- Develop proof-of-concept applications that implement your models to demonstrate business value
- Deploy proof-of-concept applications to internal beta testers
- Work with our engineers to deploy your models into real-world applications that help us improve patients' lives while making our healthcare system more efficient
Build neural network architectures for the KBS platform.
Develop prototypes and execute experiments to help guide engineering efforts.
Explore new model families and machine learning algorithms.
Experience with Deep Learning and CNNs
Key Skills
machine learning, deep learning , computer vision, react, neural networks
Required Experience and Qualifications
Requirements:
- Min BS in Computer Science, Electrical Engineering, Applied Mathematics or Physics
- 1+ years experience in Computer Vision, Machine Learning, Image Analysis
- Strong background in Python and Linux
- Strong foundations in probability, linear algebra, and optimization.
- Background in statistical modeling and inference.
- Experience with 3rd party Vision/Math tools such as Keras, Pytorch, TensorFlow, OpenCV, AWS, etc
Pluses:
- Experience with TensorFlow Lite on mobile
- Experience working with MobileNet SSD architecture
- Experience with object detection and/or digit recognition
- Swift / Objective C / Java / C++ experience on mobile devices
- Experience building APIs or microservices in Python or Node.js
- Exposure to React Native
Preferred Qualifications
Experience with large-scale industrial applications of statistical modeling and inference.
Experience with statistical modeling across a diverse range of data sets and domains.
Masters in Computer Science (AI/ML specialization), Statistics, Mathematics (Probability), or equivalent.
Benefits
**We:
Give you the newest MacBook Pro with accessories and best equipment / work setup to make you feel productive and empowered to do your best work once you complete one full year with Kaleidoscope Business Solutions.
We care about your professional development and give you Personal Innovation Fund (education reimbursement) once you complete one full year with Kaleidoscope Business Solutions.
Offer you opportunities for international travel
Provide a modern office environment
Offer competitive salary and bonuses
Contribute to open source software
About Kaleidoscope Business SolutionsWe're a AI software consulting firm headquartered in San Francisco with offices in India. We are a growing 10+ team of engineers, designers and project managers working with a client roster of leading organizations from around the world. Our clients are a mix of venture-backed start-ups, Fortune 500 brands, and innovative NGOs.
View our website for more details. www.kb.solutions
Still not sure about applying to us?
If you're interested in applying for this job, we need three important things from you after you click the ""Apply for this job"" button below:
- a short cover letter (paragraph) describing why this seems like a good fit to you- a link to your GitHub profile (if any)- your LinkedIn profile (if any)
If the idea of working with smart people on cutting-edge technology to save lives is appealing... apply!
Also, if you put the words ""Can't wait for MACHINE LEARNING!"" in your cover letter, it will please us to know that you took the time to read this post and have good attention to detail.
We're looking forward to hearing from you!
Job Types: Full-time, Temporary, Internship, Contract
Salary: ₹25,000.00 - ₹45,000.00 per month
Experience:
machine learning: 1 year (Required)
Deep Learning: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Bengaluru, Karnataka (Preferred)
Industry:
Software Development
Work Remotely:
Yes"
Computer vision engineer,"Chennai, Tamil Nadu",Deepquanty Artificial Intelligence labs,None,Organic,"Hi,
Greeting from DeepQuanty Artificial Intelligence Labs !!!
We would like to take an opportunity to introduce DeepQuanty Artificial Intelligence Labs. It is a Computer Vision Lab devoted to extracting and processing data from images using Deep Learning, Artificial Intelligence and Machine Learning. It is a start-up no more than 1 year old with four products: SnapChek, FormEasy, EasyKYC and Zapscore - all directed at the BFSI Sector. It is well funded and operational. Thus this is an opportunity to apply your cross-functional skill sets, creativity, machine learning, robotics and control systems to solve exciting product development changes.
Company Profile: -
DeepQuanty Artificial Intelligence Labs is a product startup in the space of Artificial Intelligence and Machine Learning. It has already several products in the Computer Vision space and is very well received in the BFSI industries. It has every intention to exploit all opportunities in this space by way of astute product development and taking them to several other industries as well.
DeepQuanty AI Labs has been set up by founders with over 75 man years of experience in the area of analytics and technological product developments. Specifically, the founders come from successful and ongoing ventures MarketsOf1 Analytical Marketing Services Pvt. Ltd. and Pranion Technology Ventures.
Job Description: -
We’re looking for experienced, detail-oriented individuals to join our team and work in a startup environment. This is an opportunity to apply your cross-functional skill-sets, creativity and experience in computer vision, machine learning, robotics and control systems to solve exciting product development challenges. This is a high-visibility position within our fast growing company and assumption of increased responsibilities over time is expected.
Skills and Qualification: -
Minimum 2 year of experience working in AI / Machine Learning.
Minimum 1 year of experience working in Deep Learning.
Bachelor's or Master's Degree in Computer Science or related field.
Machine Learning in Computer Vision.
Working experience in frameworks like OpenCV, Tensorflow/Keras/PyTorch, Scikit-Learn, Matplotlib, Pandas, Numpy.
Good Python knowledge.
Working experience in Flask/Django/Tornado.
Well versed with Development Environment on Linux.
Job Location: -
Chennai
Job Types: Full-time, Internship
Experience:
Python & Linux: 1 year (Preferred)
Deep learning: 1 year (Preferred)"
Machine Learning Engineer,"Pune, Maharashtra",Brightleaf Solutions,None,Organic,"Job Description:
Candidate is expected to understand and develop relevant Natural Language Processing and Text Extraction model as per business need.
Ideal candidate must be a keen problem solver and can transforming business requirements to working real life applications
Candidate is expected to deliver the working solution in stringent timelines
Must have developed and delivered multiple NLP projects to cloud platforms in past, using DevOps
Past experience of Hackathon participation will be added advantage
Required skill-set:
In-depth knowledge of Python, NumPy, Pandas and other Python packages
Exceptional command on entity extraction from unstructured data using NLTK, SpaCy, BERT, PyTorch and other packages
Well versed with deep learning algorithms and text analytics tools like RNN, LSTM, word2vec, Glove, Keras, TensorFlow and so on.
Exposure to Python Djengo or Python Flask
Knowledge of Docker,GitHub, MongoDB and AWS will be added advantage
Conversant with Agile, Scrum methodologies
Proven, in-depth understanding of ML algorithms and modeling including supervised, and unsupervised learning models
Job Type: Full-time
Work Remotely:
Temporarily due to COVID-19"
Jr. Data scientist,"Chennai, Tamil Nadu",Blackstraw,None,Organic,"About the job :
Responsibilities :
Responsibilities include Identify, develop and implement the appropriate statistical
techniques, algorithms and Deep learning / ML Models to create new, scalable solutions that
address business challenges across industry domains.
Define and develop, maintain and evolve data models, tools and capabilities.
Communicate your findings to the appropriate teams through visualisations.
Collaborate and communicate findings to diverse stakeholders.
Provide solutions but not limited to: Object detection/Image recognition, natural language
processing, Sentiment Analysis, Topic Modeling, Concept Extraction, Recommender
Systems, Text Classification, Clustering, Customer Segmentation & Targeting, Propensity
Modelling, Churn Modeling, Lifetime Value Estimation, Forecasting, Modeling Response to
Incentives, Marketing Mix Optimization, Price Optimization.
Qualifications and Experience :
Bachelors Computer Science, Information Systems, Machine Learning, Statistics,
Econometrics, Applied Mathematics, Operations Research or related technical degree with
ability to break complex business problems.
Minimum of 1 to 3 years of experience in a related position, as a data scientist or business
analyst building predictive analytics solutions for various types of business problems.
Knowledge of statistical techniques, machine learning algorithms and deep learning
frameworks like Tensorflow, Theano, Keras, Pytorch.
Minimum 1 years of Programming background and expertise in building models using at
least one of the following languages: Python, R ,Java, C,C++.
Company Profile:
Conceptualized as far back as 2015, and commencing full-time operations in 2018, Blackstraw LLc. is a software products and services company specializing in Artificial Intelligence (AI) and Machine Learning solutions for various industries. We support businesses around the world, including North America, Europe and Asia, working to simplify AI implementation through our platform that expedites data labelling, AI model-training, and, cloud or on-premise deployments.
With more than 100 years of combined work-experience, the 100+-strong Blackstraw Team comprises various experts in the AI value chain. We are a fast-moving team that prides ourselves in rapidly identifying different use-cases and fine-tuning our products to suit specific business needs.
We are focused on providing solutions related to computer vision, natural language processing, Data annotation tool for deep learning models, etc. To stay competitive in business, it is key for organizations to adopt and implement smart AI solutions and service offerings. However, most companies are unable to implement AI rapidly due to the complexity of existing solutions, inadequate data and cost implications.
Our mission is to enable enterprises to adopt AI in an easier, cost-effective and time-efficient manner with a plug-and-play approach to their data.
Blackstraw operations are based out of Mumbai, Pune and Chennai in India."
Machine Learning Training and Development Engineer,"Salem, Tamil Nadu",IMAGECON INDIA PRIVATE LIMITED,None,Organic,"Roles & Responsibilities:
*Deploy classroom in and practical training aligned to industry requirements in Java
*Ensure relevant student enrolment and engagement in training program with excellent quality standards.
* Ability to facilitate the in-house technical training curriculum in classrooms and deliver the quantitative modules to students.
*ML Model Building
Key Skills:
*In-depth subject and practical knowledge of programming languages such as R and Python
*Experienced in frameworks Like Tensor Flow,numpy,pandas,keras and scikit learn
*Experienced in Deep learning
*Experienced in Databases like SQL and Mongo DB,Hadoop, Cassandra and Apache Spark
Qualification:
Any Degree
Job Type: Full-time
Experience:
Machine Learning: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Machine Learning-Consultant,"Bengaluru, Karnataka",Wipro LTD,None,Organic,"Bengaluru, India
BE / BTech
1412921
Job Description
Key skills required for the job are: n Machine Learning-L1, (Mandatory) .As a Consultant, you should have in-depth knowledge in any one technological or industry practice / functional area and overview of 2-3 other areas. You should handle solution definition/ fitment for a small sized project with a medium complexity. You should be able to build a custom Function Module with medium complexity program logic. Minimum work experience: 5 - 8 YEARS

Roles and Responsibilities
Mandatory Skills: Machine Learning-L1
Experience Range: 5-8 YEARS

We are an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, sexual orientation, disability status, protected veteran status, or any other characteristic protected by law. Any complaints or concerns regarding the recruitment, application or hiring process should be directed to our Ombuds group www.wiproombuds.com. Any US applicant can also call our hotline at 1-866-921-6714. Applicants outside the US can request the applicable hotline number via email via the Ombuds group.
Wipro does not charge any fee at any stage of the recruitment process and has not authorized agencies/partners to collect any fee for recruitment. If you encounter any suspicious mail, advertisements or persons who offer jobs at Wipro, please do let us know by contacting us on helpdesk.recruitment@wipro.com"
Data Scientist,"Pune, Maharashtra",Springer Nature,None,Organic,"-
Responsibilities –
Understanding business case and acquire a thorough understanding of the data pertaining to the case
Research, conceptualize and implement analytical approaches and predictive modeling to evaluate scenarios
Propose and implement the entire solution including scope definition, hypothesis formation, data cleaning and preparation, feature engineering, modeling, and validation
Design, develop and execute analytic techniques on large complex structured and unstructured (text) data sets
Understand and implement published research papers and build a business solution
Visualize the data and suggest better algorithms and approaches
Must have:
Should have a strong educational background in Computer Science (preferably premier institutes)
Should have an excellent understanding of Machine Learning, Deep Learning concepts, and algorithms
Should have experience in development and usage of NLP tools like POS tagger, Shallow parser, Dependency parser, etc
Should have experience in using Machine Learning toolkits like Tensorflow, Keras, NumPy, NLTK, Sklearn, Pandas, Matplotlib
Should have experience with using text embedding like Word2Vec, Glove, fastText.
OOPS, Core Java or Python, development and optimization skills
Nice to have:
Should have an understanding of parallel computing architectures like Spark, Hadoop for ML applications
Understanding of RDBMS, NoSQL databases
Knowledge on Agile Methodologies, code sharing platforms like Github
Visit the Springer Nature Editorial and Publishing website at www.springernature.com/editorial-and-publishing-jobs for more information about our Research E&P career opportunities."
Data Scientist,"Bengaluru, Karnataka",ABB,None,Organic,"Basic Info
Location
Bangalore, Karnataka, India
Job type
Full-Time
Contract
Regular/Permanent

Take the next step in your career at ABB, working in a team that is dedicated to creating a future where innovative digital technologies allow greater access to cleaner energy.
ABB Global Industries and Services Private Limited (GISPL) is a company which has 5 functions to support ABB projects globally. We have 2000 employees as a part of this company serving in the areas of Research, Development, Engineering center and Regional ERP support center which contributes to ABB's 5 divisions globally. In 2015 the company name was registered as ABB Global Industries and Services Private Limited (GISPL).

ABB India Corporate Research Center (INCRC), co-located with ABB’s largest global software development and engineering units. INCRC performs research and develops technologies and concepts for ABB’s global business divisions. We collaborate with various ABB corporate research centers, premier academic institutes in India and abroad.

Reporting to the Research Department Manager and you will be supporting strategic corporate technology direction by focusing on solving industrial problems through reliable research work.
Your responsibilities
Gathering requirements and identifying of value-adding use cases for data-driven solutions in cooperation with ABB’s business divisions and end customers.
Evaluating and developing of mathematical algorithms (including open source data analysis/ machine learning libraries) for identified use cases.
Analyzing the errors of the model and designing strategies to overcome them.
Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world.
Developing of proof of concepts, prototypes, and support in pilot evaluation and productization of solutions.
Communicating of project results to technical experts and management.
Creating of Intellectual property (invention disclosures) and publications in scientific conferences and journals.
Living ABB’s core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business.
Your background
Ph.D./Master’s degree in Data Science/Information Science/Computer Science/Chemical/ Electrical/Electronics/Mechatronics/Controls/Industrial Engineering with a strong publication record.
Required 0 to 5 years of experience in industrial research for data analytics and machine learning for monitoring, diagnosis and predictive maintenance and related data visualisation tools.
Good knowledge of basic statistics (Hypothesis Testing, Probability, Distributions, etc.). Required multivariate statistical analysis (such as PCA, PLS, etc.), machine learning (supervised learning techniques such as ANN, Decision Trees, SVM, Naïve Bayes etc.)
Unsupervised learning techniques such as k-means, hierarchical clustering, Deep Learning, Time-series analysis, Signal Processing and related areas.
Proficiency in Python programming language preferably interacting with industrial data.
More about us
Bring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution – creating a sustainable future for our planet, and your career. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Let’s write the future, together.
Important, please include in your CV the following passage:
“I hereby agree for my personal data, included in my job application, to be processed in line with the needs of recruitment, in accordance with the Law on Personal Data Protection of 29th August 1997 (Law Gazette from 2002, No.101, heading 926, as amended).”
Reference Number
IN75590425_E1
Publication date
2020-08-12"
