Title,Location,Company,Salary,Sponsored,Description
Electronic Data Interchange Specialist,"Hyderabad, Telangana",Jardens Capability Developers,"₹6,00,000 - ₹10,00,000 a year",Organic,"JARdens Capability Developers along with our prestigious client is currently seeking an EDI Specialist to join their team and help build a strong presence in the market. To be successful in this role, you should have expertise with EDI Technologies, data mapping, mailbox setup, communications and security setups.
Job Summary
The main objective of the EDI specialist is to create, coordinate, execute, and deal with all EDI related developments for the company.
They must accomplish all EDI upgrades, implementations, and EDI testing and also should play a significant role between business and trading partners.
You will be responsible for design and examine specifications for the latest upgrades and extensions in the EDI interface, mappings, and applications.
Maintaining a healthy relationship with the trading partners, analysing exchanged data, following data records, and revising issues.
Working with all trading partners to decide the sort of information they might want to exchange and provide guidelines and details for data exchange.
Receive EDI data and ensure successful integration of data to interface and application files and to trading partner mailboxes
Develops and ensures that sufficient audit and control procedures are in place
Should be able to work with the other employees to support accurate data exchange within the company.
Must help with any testing to find out the received message and submit updates to the superior.
Excellent multitasking and interpersonal skills are mandatory. The ability to read, analytical skills and understanding complex technical documents is necessary.
Skills and Qualifications
Minimum Graduation with a computer science background is mandatory.
Experience - Minimum 3 to 10 years’ hands-on development experience with EDI technologies is mandatory.
Working knowledge of EDI translation software packages
Solid understanding of EDI standards and expertise in data mapping
General knowledge of communication standards
Experience with VANs, ISPs and Internet security packages
Must have a positive attitude and outlook.
Ability to multitask and quickly adapt to new technology and terminology.
Ability to work individually as well as in a team environment.
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,000,000.00 per year
COVID-19 considerations:
The company has an option of working from home during this pandemic and also interviews would be Telephonic or Video.
Experience:
EDI Technology: 4 years (Required)
total work: 4 years (Required)
Education:
Bachelor's (Required)
Location:
Hyderabad, Telangana (Required)
Language:
English (Required)"
Sr. Data Analytics Specialist,"Bengaluru, Karnataka",Covance,None,Organic,"Job Overview:
Covance’s Global Specimen Solutions (GSS) business provides specialty services in the holistic specimen tracking space. GSS improves translational science in the drug discovery process through industry best practices and a uniquely powerful pipeline data management analytics solution. GSS reduces the time, cost and risk of specimen based research, while building robust, healthy data pipelines that optimize research opportunities.

Function Specific Demonstrate the ability to multi-task, working on multiple user requests at the same time Utilize analytical and/or technical skills to meet project objectives and deliverables that are within project scope Self-driven and capable of identifying critical paths to meet business timelines Work with Business Analysts to understand business requirements and effectively convert requirements into code Ability to guide users as to best way to solve data transformation problems Collaborate with Data Management to perform tests and provide update to data loading modules and activities within schedule and provide support to data processing Collaborate with other developers to share workload in the requests queue.
Customer Facing This position requires some participation in client calls to understand their needs and capture requirements and to help the Data Operations group answer client questions as to how best to address client issues/concerns
Metrics Design and implement all publication activities such as dashboards and maintain required system documentation according to IT applications and SDLC procedures and provide support to all activities and provide resolution Support generation and management of metrics.
Staff and Financial Management Understand implications of activities to project budgets. Monitor changing business requirements and validate/re-validate existing designs and schedules of data loading processes and document as necessary
Process Improvement Suggest process improvements where issues are seen. Support Six Sigma process improvement teams.
Training / SOPs Reviews training materials for staff. Mentor and support other developers in their understanding and execution of Data loading activities Active member of SOP review teams as assigned.
Other Assist with special projects as designated. Perform other duties as assigned by management. Education/Qualifications:
Bachelor’s degree required or equivalent in experience Experience: 2 years’ experience with at least one Object Oriented Language is required (.NET Framework, Ruby, Ruby-On-Rails, Java, Python) 1-2 years’ experience with Cloud Computing (Amazon Web Services, Microsoft Azure) is required 2 years’ experience with Database Systems (Oracle, MySQL) is required Knowledge of Software Development Life Cycle is required. Knowledge of Agile methods preferred Minimum 0 - 2 years of in a Clinical Trials setting or equivalent experience. Minimum 0 - 2 years system development experience or equivalent work experience in a regulated (FDA, EPA, etc.) environment required. Strong attention to detail. Strong analytical skills, preferably in a GCP environment. Experience with 21 CFR Part 11 in a pharmaceutical, biotechnology, CRO or related industry. Problem Solving/Logic Skills. Strong communication and interpersonal skills. Strong MS/Office skills, in particular with Excel and Word."
Data Analyst,"Chennai, Tamil Nadu",IDP Education Ltd,None,Organic,"IDP Education Limited is an ASX listed company that is 50% owned by 38 Australian universities and headquartered in Melbourne, Australia. IDP’s core business lines include student placement to Australia, US, UK, Canada and New Zealand institutions, English-language testing and training.
We are setting out to be the world's leading platform and connected international student community through building tons of new products to put our customers at the heart of everything we do.
For over 50 years our global network of 93 offices has been helping students to achieve their goals through studying abroad. By pursuing a global education at the beginning of their careers, we help them experience life-changing opportunities. For more than 5,000 employees in more than 50 countries, IDP Education is a specialist employer of choice in major cities across the globe.
If you share our passion in helping people to pursue their dreams through education and thrive in an innovative agile digital culture then come and join us as we undergo our digital revolution.
POSITION PURPOSE
This position will support IDP Student Placement Data service for our global customers, working closely with various cross functional groups, clients and third-party vendors to resolve incidents and fulfilling service requests pertaining data and reports. You will ensure high data integrity and confidential is maintained within IDP maintained systems, tools and adhere to the standard set of processes.
RESPONSIBILITIES
Support customer on data management workgroup resolutions with agreed SLA’s using incident ticketing tools namely ServiceNow
To adhere to ITIL processes for Requests, Incident Management
Perform data management activities that includes but not limited to data import, data export and data update of any IDP maintained systems / tools / processes
Decipher the information and present to stakeholders and customers
Analyse and display data in an accurate and meaningful manner on demand
Support in data collection and use data mining techniques for various business requirements
Produce reports, dashboards in acceptable frequency and on a recurring cycle
Develop functional requirements for reports based on discussions and design sessions with the key customers & stakeholders
Translate requirements to dissect and translate the underlying request into the reports
Document findings and recommendations and communicate effectively though both verbal and written channels
Prepare accurate data files for distribution using secured transferrable channels
Prepare and assist in data unit testing for various IDP systems and projects
Conduct periodic data analysis, perform RCA for any targets missed and customer escalation
WHAT WE'RE LOOKING FOR
Essential Requirements
Bachelor’s degree or relevant professional in computer science application, computer systems analysis, or a related field.
2 years of professional experience, with minimum of 1 Year of experience working on business data analysis
Strong understanding of relational database concepts
Good Computing skills with strong understanding of using Microsoft Office tools like Excel, SQL & other related platforms
Ability to effectively articulate data, data flows challenges and solution across integrated platform
Experience in supporting customers around the globe and willing to work in shift hours (flexibility)
Personal profile: analytical, inquisitive, service and team-oriented, friendly demeanour adopter.
Desirable Requirements
Experience working on Cloud based applications and standard Business Analytics tools
Experience in effectively working with the ITIL framework

WORKING AT IDP
IDP Education’s ongoing success comes from our highly committed and caring employees around the globe. We encourage teamwork in order to leverage our people's diverse talents and expertise through effective collaboration and cooperation throughout our business.
We strive to provide a working environment where people are encouraged to excel, be creative and seek new ways to solve problems, take initiative, generate opportunities and be accountable for their actions.

We believe in developing dynamic, inclusive work places that encourage and celebrate cultural differences and views, and provide opportunities for personal, professional and career development all around the world. We respect diversity in our people: their ideas, work styles and perspectives as well as offering flexibility to ensure employees enjoy a satisfying balance of work and personal life."
Data Specialist,"Hyderabad, Telangana",S&P Global,None,Organic,"Segment: Market Intelligence
The Role: Data Specialist
The Location: Hyderabad / Ahmedabad / Gurgaon
Grade: 10A
The Team:
Transcripts is one of the six groups under the Documents & Events domain within the Market Intelligence division. We specialize in delivering transcription services using state-of-the-art voice-to-text tech capabilities and a highly specialized group of internal experts. Members of the data management group oversee data strategy and technology enablement areas and collaborate closely with stakeholders on technology, product management and operations. Overall, we have 7 members in the data management group and 200+ employees in our global operations teams.
The Impact:
Our Data Stewardship team manages information necessary to support the business, assuring data collected and produced is accessible and useable for decision-making and activity monitoring. We deliver functional business and data analysis capabilities driving requirements necessary for the development of internal and external applications and reporting. We address data collection synchronization, data accessibility, data availability, and data flexibility in a systematic manner for all data collected, used and distributed by the business.
What’s in it for you:
You will be working for a leader in the industry, certified as Great Place to Work® for 2020 in India.
Customer and People experience are critical to our success.
Global role, focused on innovation and top-notch technologies.
Career mobility, professional growth with vast choice of courses, diversity.
Responsibilities:
Serves as the subject matter expert for a range of data analysis, technical evaluations and research activities.
Leads data collation, analysis, extraction, and validation process through extensive research of data sets, analyzing errors and gaps and identifying solutions to fix issues.
Supports tech project management initiatives including new project creation and UAT testing.
Leads reporting process that supports business needs and assists managers to track data quality and platform performance on a recurring basis.
Supports operations or project teams in planning and implementing new tools/solutions across businesses.
Troubleshoots bugs in existing tools and platforms and escalates to appropriate stakeholders for resolution.
Liaises with data and technology teams globally to streamline the data/content management process workflow and ensures new processes are implemented and integrated without compromising data integrity.
Serves as an industry expert by performing ongoing evaluation of voice-to-text and AI technologies and market research to identify best-in-class solutions for the company; shares inputs for internal tool enhancements; runs POCs and supports with driving and implementing identified solutions.
What We’re Looking For:
Basic Qualifications:
Bachelor's degree in computer science required; advanced degree preferred.
5-8 years of relevant work experience
Knowledge of MS suite applications, particularly SQL & Excel.
Knowledge of at least one process automation/machine learning language like Blue Prism, Python, R, UiPath
Excellent communication skills
Preferred Qualifications:
Machine Learning, Process Automation, Cloud and other tech certification
(Lean) Six Sigma certification
Knowledge of Voice-to-Text (transcription) technologies
PMP certification and/or experience in project management
About S&P Global Market Intelligence
At S&P Global Market Intelligence, we know that not all information is important—some of it is vital. Accurate, deep and insightful. We integrate financial and industry data, research and news into tools that help track performance, generate alpha, identify investment ideas, understand competitive and industry dynamics, perform valuation and assess credit risk. Investment professionals, government agencies, corporations and universities globally can gain the intelligence essential to making business and financial decisions with conviction.
S&P Global Market Intelligence is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.spglobal.com/marketintelligence
S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law.
20 - Professional (EEO-2 Job Categories-United States of America), DTMGOP202.1 - Middle Professional Tier I (EEO Job Group), SWP Priority – Ratings - (Strategic Workforce Planning)"
"Associate Account Specialist - Bengaluru, India","Bengaluru, Karnataka",Teikametrics,None,Organic,"Teikametrics- Associate Account Specialist
Teikametrics empowers enterprises and third-party sellers with the data, insights, and tools to build successful brands. Our passion is creating lifelong relationships through innovative software and world-class service. We are a diverse group of individuals who champion passion, character, and talent as the core tenets to creating profitable and long-lasting businesses.

We use data science to help Sellers & Brand owners optimize for profitability and are a leading Retail Optimization Platform (ROP) for sellers. Teikametrics optimizes billions of transactions for thousands of entrepreneurs around the world selling on Amazon and other marketplaces. Founded in 2012, Teikametrics uses proprietary econometrics and machine-learning data models packaged in a simple SaaS interface. We combine our best in class technology with coaching and support from our world-class team based in Boston, MA and are now expanding our footprint to Bengaluru (India).

Leading sellers and brands such as Lego, Power Practical, Zipline Ski, and Mark Cuban’s Brands, gain a competitive advantage and view of trends and optimization strategies to tackle the dynamic nature of today’s eCommerce markets. For more information, please do visit our website https://www.teikametrics.com/

As part of our global expansion plans, we are building a group of energetic and highly motivated Associate Account Specialist for the Teikametrics India entity - Niovue Technologies India Pvt. Ltd. As an Associate Account Specialist, you will work with a portfolio of advertisers and be responsible in helping them meet their advertising goals via account optimization across ad platforms such as Amazon and Walmart. Additionally, an Associate Account Specialist also gets opportunities for leading complex projects, performing deep dives, testing internal tools and gathering & sharing insights with the internal product and engineering teams. To be successful in this role, you will be expected to use your analytical skills, help the advertisers in growing their existing business and develop new business opportunities. You will carry business goals and will be measured on key metrics aligned to the sales and account management teams’ goals. You’ll need to be technically savvy with an interest in online advertising, good with data, well organized, able to multitask, and possess excellent verbal and written communication skills. You’ll also need to be self-motivated to get on phone calls with advertisers to explain the optimization recommendations & the paths to resolution. Your commitment to the success of our advertising customers should be strong and you should have a proven record of exceeding on your goals.

Core responsibilities include:
Taking complete ownership of transactional process operations end to end.
Reviewing every customer request in complete detail to understand the request and provide the right level of service.
Engaging with internal stakeholders and ensuring flawless execution of process operations.
Deep diving into customer requests and implementing the right solutions to increase efficiency and meet clients’ KPIs.
Monitoring and communicating campaign progress through regular, in-depth activity reports and insights, and then using this knowledge as a basis for future campaigns.
Working with Account Management, Sales & Marketing and Product teams to identify and solve issues blocking advertiser performance.
Identifying opportunities to improve our advertising product based on customer feedback, data analysis, and feature gaps with competitive products.

Basic Qualifications:
Bachelor’s degree in a business discipline.
Freshers or candidates with 6 months – 1 year of experience in sales/marketing/account management in online e-commerce domain.
Superior verbal and written communication skills as demonstrated by experience.Advanced computer literacy especially in Microsoft Office applications – Excel, Access, Word and PowerPoint.
Desire to work in a fast-paced and challenging environment.
Demonstrated high attention to detail and proven ability to manage multiple, competing priorities simultaneously.Must be willing to work in shifts to cater to global markets.

Preferred Qualifications:
MBA in Digital Advertising or other related Master's degree for a reputed institution.
Experience in e-commerce or retail industry.
Passion for online advertising and a track record of delivering outstanding results.
Experience interpreting data and making business recommendations.
Experience in data analysis, either professional experience or through your education.
Google Ad Words / Bing Ads certification will be added benefit."
Associate Clinical Data Manager,"Mumbai, Maharashtra",Ancillarie,None,Organic,"Bachelor’s Degree (Science, Pharmacy, Life science), or Final Year Appeared with zero to one year of experience in Clinical Data Management. Experience in MS Office; additional Certification in MS-Office or Microsoft Office Specialist (MOS) certification will be an asset. Ability to read, write and speak in English; English proficiency certificate and ability to read, write and speak in regional Language will be an asset.
We are employee driven company. We believe our strength is our people. If you are ready to take challenges, turn opportunities into success and dream to step the ladder of success then please email us your resume in pdf or doc format on careers@ancillarie.com"
Educational Specialist - Science,"Bengaluru, Karnataka",Educational Initiatives,None,Organic,"Role and Responsibilities
Educational Specialist - Science

Job Type:
Full-time

Role and

Responsibilities:
The science content team at Educational Initiatives is involved in creating

discerning questions

and

interactive content like

games, enrichment modules, etc. to help children learn with

understanding.

The team also works on creating engaging and insightful assessment tools that

test the level of understanding of the science content and competence in the science process

skills of children. We are looking for

passionate individuals who would love to go deeper into

how children learn science and to build high-quality learning

modules and assessment tools that

can uncover gaps in

students’

learning.

The role mainly involves c

reating and review of engaging content for the

learning and

assessment product

s

–

ASSET

,

Detailed Assessment

and

Mindspark

w

hich include

s

the

following

:

â—

C

reating creative

assessment

items

for diagnostic and benchmarking purposes

â—

Using research on pedagogy to build discerning questions and create interactive science

content like games, enrichment modules, etc

.

to help children learn with understanding

â—

R

eviewing

and revising

existing content based on quality

,

technical correctness

and

student performance data

â—

Reading and sharing summaries of research papers, articles related to

science

education

i

n national and international publications

â—

Interacting with teachers and students for insights

about students’ learning

â—

Leading small tasks/projects within the science content team
Must have
Must-Have

:

â—

Excellent subject knowledge

â—

Excellent written and oral communication skills

â—

Ability to critically analyse assessment and learning content

â—

Basic technological awareness

â—

Sticking to tight schedules and effective workload management
Educational Specialist - Science

Job Type:
Full-time

Role and

Responsibilities:
The science content team at Educational Initiatives is involved in creating

discerning questions

and

interactive content like

games, enrichment modules, etc. to help children learn with

understanding.

The team also works on creating engaging and insightful assessment tools that

test the level of understanding of the science content and competence in the science process

skills of children. We are looking for

passionate individuals who would love to go deeper into

how children learn science and to build high-quality learning

modules and assessment tools that

can uncover gaps in

students’

learning.

The role mainly involves c

reating and review of engaging content for the

learning and

assessment product

s

–

ASSET

,

Detailed Assessment

and

Mindspark

w

hich include

s

the

following

:

â—

C

reating creative

assessment

items

for diagnostic and benchmarking purposes

â—

Using research on pedagogy to build discerning questions and create interactive science

content like games, enrichment modules, etc

.

to help children learn with understanding

â—

R

eviewing

and revising

existing content based on quality

,

technical correctness

and

student performance data

â—

Reading and sharing summaries of research papers, articles related to

science

Education

i

n national and international publications

â—

Interacting with teachers and students for insights

about students’ learning

â—

Leading small tasks/projects within the science content team
Education

:

Subject background in

Maths

/Science, at a

Bachelor

level or above
Experience
Experience

:

0-2 years of experience in teaching and/or content development"
Data Scientist,"Pune, Maharashtra",Kone AB,None,Organic,"We are looking for data analytic specialist to join the KONE Services and Solutions R&D team. In this role you are responsible to participate in analyzing data from our solutions and developing our analytics methods and algorithms for KONE’s equipment like elevators, escalators and building doors. Part of the work includes also participation of related new products development and/or existing products improvement via for example adding sensors & utilizing edge computing analytics.
Responsibilities and key activities:
Data analytics for KONE equipment
Development of new algorithms and methods
Improving existing solutions where big data is used
Analysis equipment reliability and performance, provide recommendations actions
Failure investigation for root causes.
We expect you to have
Master Degree in Computer Science or Statistics or Applied mathematics or engineering background with demonstrated ability in data analysis and problem solving.
More than 2 years of working experience on utilizing data analysis skills to improve products or services in real projects. Machine diagnostics knowledge is a plus.
Skilled in at least one of data analysis tool, e,g,: SPSS, Python, Matlab, R or strong programming languages skills (C++, Visual Basic, Java, etc.) to develop engineering calculation tools.
Big data and data analytics methods experience. There is good understanding of numerical optimization theory (Linear and Non-linear).
IoT and cloud technologies knowledge and experience
Utilizing sensors for data gathering experience plus
Experience working in R&D organization preferred
Strong self-motivated and quick learning;
Team work spirit, good communication and coordination skills;
Excellent English writing and speaking skills.
At KONE, we are focused on creating an innovative and collaborative working culture where we value the contribution of each individual. Employee engagement is a key focus area for us and we encourage participation and the sharing of information and ideas. Sustainability is an integral part of our culture and the daily practice. We follow ethical business practices and we seek to develop a culture of working together where co-workers trust and respect each other and good performance is recognized. In being a great place to work, we are proud to offer a range of experiences and opportunities that will help you to achieve your career and personal goals and enable you to live a healthy and balanced life."
Researcher – Data Analytics at Saint,"Chennai, Tamil Nadu",Saint-Gobain India,None,Organic,"JOB DESCRIPTION / RESPONSIBILITIES
Manages multiple significant projects in Life Sciences group within Saint-Gobain, which may require the use of wide application of research tools and effective project planning techniques,
Adapts, learns and implements new or improved research or engineering techniques and procedures, associated with these projects,
Acts as technical specialist and assesses the feasibility of proposed project plan/tests/processes/criteria for a variety of projects and activities,
Effectively uses internal worldwide network to expand technical capability and research opportunities for the group,
Is customer focused on problem resolution, understanding customer needs, and identifying research opportunities,
Develops close relationships with the business team and serves as an influential resource to business and competency team,
Is instrumental in differentiating inventions and supports development of IP,
Contributes to exploratory projects and anchors at least one,
Makes substantial contributions to determining feasibility of goals/objectives and supports commercialization of products,
Reviews and analyses technical reports and may steer technical discussions among team

DESIRED CANDIDATE PROFILE
PhD/ME/MS from reputed university. Minimum years of experience in data analysis (4 plus), statistical analysis, data mining, algorithms for optimization
ESSENTIAL EXPERIENCE
Statistical programming languages, analytical packages/libraries (R, Python) and experience with statistical tools (R studio, SPSS, Revolution R, Python notebooks), MATLAB
SPECIFIC SKILLS / PERSONAL ATTRIBUTES
You will play a key role to solve complex problems, analyze large and complex data sets by developing advanced statistical and machine learning models based on business initiatives
Utilize big data analytics and advanced data mining techniques to direct the gathering of data, assess data validity and synthesize data into large analytics datasets to support project goals
Able to understand different process issues through data generation, propose different optimization algorithms (constrained/unconstrained)
Build and train scalable models using best practices, enabling re-use for future project
Utilize product mindset to build, scale and deploy holistic analytical products after successful prototyping
Lead small and participate in large data analytics project teams. Work closely with senior team members and associates in other regions to deliver collaborative solutions
Clearly articulate and present recommendations to business partners to convey insights
Mentor junior analysts across the division in analytical best practices
Adherence to Saint-Gobain policies, procedures, mission, values, and standards of ethics and integrity is a must
NO. OF POSITIONS
1
LOCATION OF POSTING
Chennai
OTHER DETAILS
Send your applications to Vidhya.R@saint-gobain.com"
Data Science - AI/ML Specialist,"Mumbai, Maharashtra",Ciel,None,Organic,"About the company -
Our client is one of the world's fastest-growing AI-based contract management solution providers.

Exp -
7+ Years
Location -
Mumbai
Job Role -
Min 7years hands-on experience in Natural Language Processing, Machine Learning, Artificial Intelligence, and IBM Watson

Skills:
IBM watson"
Sr. Associate - Projects,"Chennai, Tamil Nadu",Cognizant,None,Organic,"Product Consultant
Qualification:
Science / Engineering graduate
Responsibility:
Pre-Sales:
Analyze RFP/RFI requirements in details.
Participate in solution response teams to ensure functional viability.
Participate in presales interactions with customers when showcasing solution etc.
Product Consulting:
Participate in requirements gathering sessions lead by the Product Consultant (functional) with the customer.
Coordinate with onsite team / clients for requirements gathering / functional clarifications.
Analyze the requirements in detail and participate in the gap analysis by providing comprehensive comparison with product features inclusive of identifying areas where customizations, solutioning building needs to take place.
Arrive at the blue print for functional flow and alignment of product features to the same, at the domain level.
Prepare the supportive documentation.
Share the same with the Product Consultant for evaluation.
Project Management:
Create estimates and plans for the module.
Within the scope of the track / module: provide status reports, raise issues / risks / dependencies with the Product Consultant (functional).
Coordinate with other tracks.
Allocate work and raise requests for resources as required.
Review deliverables generated for the track or module to ensure that they meet the necessary quality norms.
Interact with onsite offshore team to ensure issue resolutions.
Participate and contribute to status reports for the customer and meetings.
Coordinate with the QE&AS PTG / testing group to provide clarifications on requirements.
Present status to the customer, if onsite.
Create impact analysis for change requests/ maintenance issues in own area of work and seek review from Product Consultant.
Interface with quality reviewers and auditors for the projects.
Submit necessary artifacts, data etc as requested by the DAG.
Design and Implementation:
Conduct requirements analysis and provide the functional design.
Create the UI designs.
Perform product configuration setup based on customer needs.
Review all the deliverables created by the Product Specialist – functional and technical and Product Analyst within the track or module.
Prepare/review deployment document.
Testing:
Coordinate with the testing team, to validate usability by customer.
Assist the testing team in creating test strategy document.
Review test cases created by Testing team to ensure requirements coverage.
Provide UAT and implementation support.
Innovation:
Contribute ideas / areas requiring improvements/best practices based on project implementation, team feedback etc(Reactive).
Implement process improvements as designed by the Product Consultant.
Capability Building:
Create and deliver functional training on products/modules,etc Mentor team from a functional perspective to ensure delivery of the module.
Prepare guidelines and checklists for the team.
Knowledge Management:
Conduct knowledge transfer sessions for new joiners in the project team.
Create and deliver training on products/modules.
Prepare summary & detailed case study.
Contribute towards updating knowledge assets.
People Management:
Resolve conflicts within team members.
Support team building activities, Provide administrative support.
Provide inputs on goal setting and performance appraisals of team.
Identify skill gaps and training needs as required.
Provide input into the learning and career plans for team members.
Mentor team.
Nominate team for awards.
Conduct training through academy and induction of new team members.
Must Have Skills
VSAM
JCL
DB2
COBOL
VISIONPLUS
Good To Have Skills
VisionPLUS - WSS
VisionPLUS - TRAMS
VisionPLUS - SSC
VisionPLUS - CMS
Endevor
VisionPLUS - ITS
VisionPLUS - ASM
VisionPLUS - FAS
CICS
Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Aug 06 2020
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world."
Data Informatics Associate,"Bengaluru, Karnataka",Covance,None,Organic,"Job Overview:
Global Specimen Solutions (GSS) is wholly owned company of Covance Inc., providing specialty services in the holistic specimen tracking space. GSS improves translational science through industry best practices and a uniquely powerful pipeline data management analytics solution. GSS reduces the time, cost and risk of specimen based research, while building robust, healthy data pipelines that optimize research opportunities.

Job Summary
Reviews vendor data feed for completeness and accuracy against client instance definition. Evaluates appropriateness of vendor data for standard loading and configure if found appropriate. If vendor data is not found appropriate for standard loading, creates request, with requirements definition, to data loader development group. Develops data point mapping, based data loader being used, and import to GSS operations data feed management system. Executes test data load and review results for accuracy and completeness of data point mapping. Remediate errors and omissions from review. Performs QC evaluation on data feeds mappings created by other Clinical Data Informatics Leads and/or Clinical Data Informatics Specialists. Maintains and utilizes a strong knowledge of SOPS and validation work procedures/standards in relation to the System Development Life Cycle. Essential Job Duties:
Function Specific Demonstrate the ability to multi-task and manage data feed configurations and date point mapping development. Plan and establish timelines to meet or exceed business expectations for data feed configurations and date point mapping development. QC data feed configurations and date point mappings. Strong troubleshooting and analytical skills for identification of errors and omissions for remediation. Utilize strong working knowledge of SOPs, validation standards, and work procedures to suggest potential improvements and to provide training and guidance to all staff.

Customer Facing There are no customer facing job functions in this position.

Metrics Support management of metrics. Assist with investigating or resolving issues of quality as directed. Staff and Financial Management Understand implications of activities to project budgets.

Process Improvement Suggest process improvements where issues are seen. Support Six Sigma process improvement teams.

Training / SOPs Reviews training materials for staff. Mentor and support other GSS employees in their understanding and adoption of data feed configuration and date point mapping development. Active member of SOP review teams as assigned.
Other Lead or assist with special projects as designated. Perform other duties as assigned by management.

Principal Contacts and Scope of Communications Internal: GSS Client Project Managers, ClinRegOps (will need to get exact title of STPers from Doug), Data Architect, Data Monitor Specialist and Data Monitor Lead. Extrenal: None Education/Qualifications:
Bachelores degree preferably in the sciences or related field, or two (2) years in a data analysis and/or profiling position. Experience: Minimum 2 years data informatics experience or equivalent work experience in a regulated (FDA, EPA, etc.) environment. Strong attention to detail. Strong analytical skills, preferably in a GCP environment. Experience with 21 CFR Part 11 in a pharmaceutical, biotechnology, CRO or related industry. Problem Solving/Logic Skills. Strong communication and interpersonal skills. Working knowledge of SQL and RDMS structures and relationships Strong MS/Office skills in particular with Excel and Word. Understanding of database query tools, such as DEForge or Navicat, preferred."
Workday Reporting Specialist,"Bengaluru, Karnataka",Rolls-Royce,None,Organic,"Job Description
Rolls-Royce is a world-leading provider of power systems and services, for use on land, at sea and in the air. We're proud to have a strong presence and an 80-year heritage in India and are excited about our growing future in Bengaluru. Through innovative solutions and diverse, globally renowned products, we've been focused on the growth of the aerospace sector in India. Powering more than 50% of Wide Body Aircraft to and from India, we are poised to become an engineering hub in the region and are committed to growing our local footprint for high-end technology.
As a Workday Reporting Specialist, you will be the member of the Global People Analytics Team, reporting to the People Analytics Team Leader. You will operate globally working with stakeholders inside the HR function and in the wider business community. You will be responsible for the development, implementation and maintenance of Workday custom reports, dashboards, scorecards, metrics and Prism analytics. You will be a confident communicator who can help stakeholders understand report configuration use. You will be expected to keep up to date with the Workday solution so that future enhancements can be introduced to Rolls-Royce reports as appropriate. You will be expected to be a subject matter expert on Workday reporting, calculated fields, dashboards and metrics with knowledge of Workday security, worksheets, Prism and augmented/ people analytics.
Key Accountabilities
Development and maintenance of Workday reports, dashboards and Prism analytics.
Working with key stakeholders to determine reports and dashboard requirements.
Producing high-quality and customer friendly Workday dashboards and visualizations
Support moving customers to self-service deliver model
Reviewing reporting suite to maximize system performance
Qualifications & Experience
Bachelors Or Masters (Computers Science / IT Preferred) with 5-7 years’ experience working with Workday reporting and calculated fields in a medium to large organization
1-2 years’ experience of Workday Prism
Knowledge of Workday security, worksheets and integrations
Experience of working remotely in Global teams
Minimum 5 years of experience in data analysis
Excellent analytical skills
Excellent spoken and written English, Strong communication skills
Excellent knowledge of Excel
Excellent knowledge of database joins preferably (Oracle SQL Developer)
Working knowledge of Power BI
Attention to details, Eagerness to learn and grow
We offer excellent development prospects, along with a competitive salary and exceptional benefits.
Pioneer optimum performance. Join us and you’ll develop your skills and expertise to the very highest levels, working in an international environment for a company known the world over for brilliance and innovation.
Beyond Tomorrow.
We are an equal opportunities employer. We’re committed to developing a diverse workforce and an inclusive working environment. We believe that people from different backgrounds and cultures give us different perspectives. And the more perspectives we have, the more successful we’ll be. By building a culture of respect and appreciation, we give everyone who works here the opportunity to realize their full potential.
You can learn more about our global Diversity and Inclusion strategy here
At Rolls-Royce we also support requests for flexible working arrangements wherever possible.
Job Category
Human Resources
Posting Date
13 Aug 2020; 00:08"
